CustomerID,Count,Quarter,Satisfaction Score,Satisfaction Score Label,Customer Status,Churn Label,Churn Value,Churn Score,Churn Score Category,CLTV,CLTV Category,Churn Category,Churn Reason
CUST00867,1,Q2,2,Unsatisfied,Stayed,No,0,41,41-50,2467,2000-2499,,
CUST00868,1,Q2,5,Very Satisfied,Stayed,No,0,17,11-20,6721,6500-6999,,
CUST00869,1,Q3,5,Very Satisfied,Stayed,No,0,79,71-80,3714,3500-3999,,
CUST00870,1,Q3,4,Satisfied,Stayed,No,0,12,11-20,3922,3500-3999,,
CUST00871,1,Q2,4,Satisfied,Stayed,No,0,47,41-50,4512,4500-4999,,
CUST00872,1,Q4,4,Satisfied,Stayed,No,0,34,31-40,4573,4500-4999,,
CUST00873,1,Q2,2,Unsatisfied,Stayed,No,0,48,41-50,3750,3500-3999,,
CUST00874,1,Q4,3,Neutral,Stayed,No,0,71,71-80,6276,6000-6499,,
CUST00875,1,Q4,1,Very Unsatisfied,Stayed,No,0,48,41-50,6068,6000-6499,,
CUST00876,1,Q3,3,Neutral,Stayed,No,0,59,51-60,4304,4000-4499,,
CUST00877,1,Q1,2,Unsatisfied,Stayed,No,0,71,71-80,5251,5000-5499,,
CUST00878,1,Q2,4,Satisfied,Churned,Yes,1,85,81-90,5729,5500-5999,Price,Moving
CUST00879,1,Q4,1,Very Unsatisfied,Stayed,No,0,60,61-70,2861,2500-2999,,
CUST00880,1,Q4,2,Unsatisfied,Stayed,No,0,93,91-100,3565,3500-3999,,
CUST00881,1,Q3,2,Unsatisfied,Stayed,No,0,34,31-40,5056,5000-5499,,
CUST00882,1,Q2,5,Very Satisfied,Stayed,No,0,7,1-10,2507,2500-2999,,
CUST00883,1,Q1,2,Unsatisfied,Stayed,No,0,88,81-90,3055,3000-3499,,
CUST00884,1,Q2,4,Satisfied,Stayed,No,0,80,81-90,6225,6000-6499,,
CUST00885,1,Q2,2,Unsatisfied,Churned,Yes,1,89,81-90,4890,4500-4999,Dissatisfaction,Found better deal
CUST00886,1,Q3,5,Very Satisfied,Stayed,No,0,5,1-10,6600,6500-6999,,
CUST00887,1,Q2,5,Very Satisfied,Churned,Yes,1,84,81-90,6025,6000-6499,Dissatisfaction,Found better deal
CUST00888,1,Q1,5,Very Satisfied,Stayed,No,0,82,81-90,4639,4500-4999,,
CUST00889,1,Q3,2,Unsatisfied,Stayed,No,0,84,81-90,2420,2000-2499,,
CUST00890,1,Q2,4,Satisfied,Stayed,No,0,44,41-50,6963,6500-6999,,
CUST00891,1,Q3,3,Neutral,Stayed,No,0,62,61-70,3650,3500-3999,,
CUST00892,1,Q2,2,Unsatisfied,Stayed,No,0,68,61-70,2605,2500-2999,,
CUST00893,1,Q2,5,Very Satisfied,Stayed,No,0,66,61-70,5449,5000-5499,,
CUST00894,1,Q2,2,Unsatisfied,Stayed,No,0,37,31-40,6893,6500-6999,,
CUST00895,1,Q3,5,Very Satisfied,Stayed,No,0,96,91-100,3849,3500-3999,,
CUST00896,1,Q1,4,Satisfied,Churned,Yes,1,5,1-10,6184,6000-6499,Other,Poor service
CUST00897,1,Q3,5,Very Satisfied,Stayed,No,0,33,31-40,5501,5500-5999,,
CUST00898,1,Q3,4,Satisfied,Stayed,No,0,27,21-30,6994,6500-6999,,
CUST00899,1,Q2,5,Very Satisfied,Churned,Yes,1,8,1-10,6135,6000-6499,Competitor,Found better deal
CUST00900,1,Q4,4,Satisfied,Stayed,No,0,86,81-90,2883,2500-2999,,
CUST00901,1,Q4,5,Very Satisfied,Stayed,No,0,43,41-50,3129,3000-3499,,
CUST00902,1,Q3,2,Unsatisfied,Stayed,No,0,28,21-30,4740,4500-4999,,
CUST00903,1,Q3,2,Unsatisfied,Churned,Yes,1,33,31-40,3132,3000-3499,Competitor,No longer needed
CUST00904,1,Q1,2,Unsatisfied,Stayed,No,0,10,11-20,3770,3500-3999,,
CUST00905,1,Q1,2,Unsatisfied,Churned,Yes,1,14,11-20,2264,2000-2499,Competitor,Too expensive
CUST00906,1,Q3,2,Unsatisfied,Churned,Yes,1,71,71-80,3066,3000-3499,Attitude,Poor service
CUST00907,1,Q2,1,Very Unsatisfied,Stayed,No,0,60,61-70,5492,5000-5499,,
CUST00908,1,Q2,1,Very Unsatisfied,Stayed,No,0,36,31-40,6756,6500-6999,,
CUST00909,1,Q4,4,Satisfied,Stayed,No,0,43,41-50,5308,5000-5499,,
CUST00910,1,Q4,2,Unsatisfied,Stayed,No,0,72,71-80,4017,4000-4499,,
CUST00911,1,Q3,5,Very Satisfied,Stayed,No,0,3,1-10,6131,6000-6499,,
CUST00912,1,Q3,2,Unsatisfied,Stayed,No,0,86,81-90,5426,5000-5499,,
CUST00913,1,Q4,3,Neutral,Stayed,No,0,38,31-40,3058,3000-3499,,
CUST00914,1,Q3,2,Unsatisfied,Stayed,No,0,88,81-90,4882,4500-4999,,
CUST00915,1,Q4,1,Very Unsatisfied,Stayed,No,0,32,31-40,4667,4500-4999,,
CUST00916,1,Q1,3,Neutral,Stayed,No,0,32,31-40,3514,3500-3999,,
CUST00917,1,Q2,5,Very Satisfied,Stayed,No,0,87,81-90,5996,5500-5999,,
CUST00918,1,Q2,5,Very Satisfied,Stayed,No,0,59,51-60,3063,3000-3499,,
CUST00919,1,Q3,3,Neutral,Stayed,No,0,30,31-40,5230,5000-5499,,
CUST00920,1,Q4,1,Very Unsatisfied,Churned,Yes,1,28,21-30,5117,5000-5499,Other,Poor service
CUST00921,1,Q4,1,Very Unsatisfied,Stayed,No,0,0,1-10,3675,3500-3999,,
CUST00922,1,Q3,4,Satisfied,Stayed,No,0,72,71-80,3256,3000-3499,,
CUST00923,1,Q2,5,Very Satisfied,Stayed,No,0,15,11-20,5847,5500-5999,,
CUST00924,1,Q2,2,Unsatisfied,Churned,Yes,1,61,61-70,5164,5000-5499,Dissatisfaction,Too expensive
CUST00925,1,Q4,5,Very Satisfied,Stayed,No,0,25,21-30,3649,3500-3999,,
CUST00926,1,Q4,1,Very Unsatisfied,Stayed,No,0,56,51-60,4682,4500-4999,,
CUST00927,1,Q2,4,Satisfied,Stayed,No,0,83,81-90,4630,4500-4999,,
CUST00928,1,Q1,1,Very Unsatisfied,Stayed,No,0,62,61-70,3692,3500-3999,,
CUST00929,1,Q2,2,Unsatisfied,Stayed,No,0,56,51-60,5733,5500-5999,,
CUST00930,1,Q4,1,Very Unsatisfied,Stayed,No,0,24,21-30,4720,4500-4999,,
CUST00931,1,Q3,1,Very Unsatisfied,Stayed,No,0,93,91-100,2778,2500-2999,,
CUST00932,1,Q2,1,Very Unsatisfied,Stayed,No,0,26,21-30,4219,4000-4499,,
CUST00933,1,Q2,4,Satisfied,Stayed,No,0,93,91-100,5173,5000-5499,,
CUST00934,1,Q3,1,Very Unsatisfied,Stayed,No,0,28,21-30,4003,4000-4499,,
CUST00935,1,Q2,3,Neutral,Stayed,No,0,70,71-80,2811,2500-2999,,
CUST00936,1,Q4,5,Very Satisfied,Stayed,No,0,60,61-70,6873,6500-6999,,
CUST00937,1,Q3,5,Very Satisfied,Churned,Yes,1,15,11-20,6766,6500-6999,Price,Found better deal
CUST00938,1,Q3,3,Neutral,Churned,Yes,1,32,31-40,4353,4000-4499,Other,Too expensive
CUST00939,1,Q4,2,Unsatisfied,Churned,Yes,1,42,41-50,6359,6000-6499,Dissatisfaction,Moving
CUST00940,1,Q4,3,Neutral,Churned,Yes,1,90,91-100,5277,5000-5499,Attitude,Moving
CUST00941,1,Q1,2,Unsatisfied,Churned,Yes,1,97,91-100,3568,3500-3999,Dissatisfaction,No longer needed
CUST00942,1,Q1,4,Satisfied,Stayed,No,0,21,21-30,2542,2500-2999,,
CUST00943,1,Q1,2,Unsatisfied,Stayed,No,0,35,31-40,5896,5500-5999,,
CUST00944,1,Q2,3,Neutral,Churned,Yes,1,31,31-40,2161,2000-2499,Dissatisfaction,No longer needed
CUST00945,1,Q4,3,Neutral,Stayed,No,0,37,31-40,4443,4000-4499,,
CUST00946,1,Q2,3,Neutral,Stayed,No,0,48,41-50,4205,4000-4499,,
CUST00947,1,Q1,1,Very Unsatisfied,Churned,Yes,1,55,51-60,3904,3500-3999,Attitude,Moving
CUST00948,1,Q1,1,Very Unsatisfied,Stayed,No,0,87,81-90,3285,3000-3499,,
CUST00949,1,Q4,3,Neutral,Stayed,No,0,27,21-30,5631,5500-5999,,
CUST00950,1,Q4,4,Satisfied,Churned,Yes,1,31,31-40,2318,2000-2499,Competitor,Poor service
CUST00951,1,Q4,2,Unsatisfied,Stayed,No,0,98,91-100,6205,6000-6499,,
CUST00952,1,Q4,5,Very Satisfied,Churned,Yes,1,96,91-100,4118,4000-4499,Price,Too expensive
CUST00953,1,Q3,2,Unsatisfied,Churned,Yes,1,90,91-100,4606,4500-4999,Competitor,Found better deal
CUST00954,1,Q4,4,Satisfied,Stayed,No,0,87,81-90,4430,4000-4499,,
CUST00955,1,Q4,4,Satisfied,Churned,Yes,1,96,91-100,5654,5500-5999,Price,Moving
CUST00956,1,Q3,2,Unsatisfied,Churned,Yes,1,3,1-10,6429,6000-6499,Price,No longer needed
CUST00957,1,Q1,1,Very Unsatisfied,Stayed,No,0,92,91-100,3131,3000-3499,,
CUST00958,1,Q3,2,Unsatisfied,Stayed,No,0,62,61-70,3281,3000-3499,,
CUST00959,1,Q2,4,Satisfied,Stayed,No,0,63,61-70,6539,6500-6999,,
CUST00960,1,Q3,2,Unsatisfied,Churned,Yes,1,91,91-100,4836,4500-4999,Dissatisfaction,Poor service
CUST00961,1,Q1,1,Very Unsatisfied,Stayed,No,0,0,1-10,6620,6500-6999,,
CUST00962,1,Q2,3,Neutral,Stayed,No,0,95,91-100,4769,4500-4999,,
CUST00963,1,Q1,5,Very Satisfied,Stayed,No,0,85,81-90,3232,3000-3499,,
CUST00964,1,Q4,1,Very Unsatisfied,Stayed,No,0,79,71-80,4086,4000-4499,,
CUST00965,1,Q4,5,Very Satisfied,Stayed,No,0,67,61-70,3650,3500-3999,,
CUST00966,1,Q2,1,Very Unsatisfied,Stayed,No,0,20,21-30,2025,2000-2499,,
CUST00967,1,Q4,3,Neutral,Churned,Yes,1,73,71-80,5122,5000-5499,Competitor,Poor service
CUST00968,1,Q2,2,Unsatisfied,Stayed,No,0,89,81-90,3498,3000-3499,,
CUST00969,1,Q4,4,Satisfied,Stayed,No,0,67,61-70,2131,2000-2499,,
CUST00970,1,Q2,1,Very Unsatisfied,Churned,Yes,1,43,41-50,3064,3000-3499,Price,Poor service
CUST00971,1,Q4,5,Very Satisfied,Stayed,No,0,42,41-50,3725,3500-3999,,
CUST00972,1,Q2,4,Satisfied,Stayed,No,0,77,71-80,6156,6000-6499,,
CUST00973,1,Q2,2,Unsatisfied,Stayed,No,0,18,11-20,5127,5000-5499,,
CUST00974,1,Q1,2,Unsatisfied,Churned,Yes,1,51,51-60,2779,2500-2999,Dissatisfaction,Moving
CUST00975,1,Q4,1,Very Unsatisfied,Stayed,No,0,31,31-40,4922,4500-4999,,
CUST00976,1,Q1,3,Neutral,Churned,Yes,1,71,71-80,5490,5000-5499,Dissatisfaction,Poor service
CUST00977,1,Q1,1,Very Unsatisfied,Stayed,No,0,13,11-20,5476,5000-5499,,
CUST00978,1,Q1,2,Unsatisfied,Stayed,No,0,47,41-50,6451,6000-6499,,
CUST00979,1,Q3,5,Very Satisfied,Churned,Yes,1,7,1-10,3718,3500-3999,Dissatisfaction,No longer needed
CUST00980,1,Q1,3,Neutral,Stayed,No,0,90,91-100,5007,5000-5499,,
CUST00981,1,Q2,2,Unsatisfied,Stayed,No,0,83,81-90,2679,2500-2999,,
CUST00982,1,Q1,3,Neutral,Stayed,No,0,68,61-70,3604,3500-3999,,
CUST00983,1,Q3,4,Satisfied,Stayed,No,0,60,61-70,2897,2500-2999,,
CUST00984,1,Q2,1,Very Unsatisfied,Stayed,No,0,80,81-90,3337,3000-3499,,
CUST00985,1,Q2,4,Satisfied,Stayed,No,0,51,51-60,5825,5500-5999,,
CUST00986,1,Q4,4,Satisfied,Churned,Yes,1,37,31-40,5181,5000-5499,Other,Poor service
CUST00987,1,Q2,3,Neutral,Stayed,No,0,90,91-100,4553,4500-4999,,
CUST00988,1,Q2,3,Neutral,Churned,Yes,1,29,21-30,3325,3000-3499,Attitude,Too expensive
CUST00989,1,Q3,3,Neutral,Stayed,No,0,37,31-40,2598,2500-2999,,
CUST00990,1,Q3,3,Neutral,Stayed,No,0,79,71-80,4632,4500-4999,,
CUST00991,1,Q2,3,Neutral,Churned,Yes,1,99,91-100,2536,2500-2999,Other,Too expensive
CUST00992,1,Q4,3,Neutral,Stayed,No,0,52,51-60,2393,2000-2499,,
CUST00993,1,Q3,3,Neutral,Stayed,No,0,52,51-60,5921,5500-5999,,
CUST00994,1,Q2,5,Very Satisfied,Stayed,No,0,88,81-90,6993,6500-6999,,
CUST00995,1,Q3,3,Neutral,Stayed,No,0,88,81-90,2173,2000-2499,,
CUST00996,1,Q2,4,Satisfied,Stayed,No,0,85,81-90,3624,3500-3999,,
CUST00997,1,Q1,5,Very Satisfied,Stayed,No,0,50,51-60,3942,3500-3999,,
CUST00998,1,Q4,4,Satisfied,Stayed,No,0,29,21-30,3332,3000-3499,,
CUST00999,1,Q3,1,Very Unsatisfied,Stayed,No,0,65,61-70,3545,3500-3999,,
CUST01000,1,Q3,3,Neutral,Stayed,No,0,7,1-10,6533,6500-6999,,
CUST01001,1,Q3,2,Unsatisfied,Stayed,No,0,55,51-60,6751,6500-6999,,
CUST01002,1,Q4,1,Very Unsatisfied,Churned,Yes,1,71,71-80,2016,2000-2499,Competitor,No longer needed
CUST01003,1,Q1,2,Unsatisfied,Churned,Yes,1,2,1-10,5666,5500-5999,Price,Too expensive
CUST01004,1,Q1,4,Satisfied,Stayed,No,0,32,31-40,3035,3000-3499,,
CUST01005,1,Q2,4,Satisfied,Stayed,No,0,83,81-90,2171,2000-2499,,
CUST01006,1,Q3,5,Very Satisfied,Stayed,No,0,38,31-40,5500,5500-5999,,
CUST01007,1,Q4,3,Neutral,Stayed,No,0,6,1-10,4734,4500-4999,,
CUST01008,1,Q2,1,Very Unsatisfied,Stayed,No,0,65,61-70,5034,5000-5499,,
CUST01009,1,Q3,4,Satisfied,Stayed,No,0,72,71-80,4255,4000-4499,,
CUST01010,1,Q1,1,Very Unsatisfied,Stayed,No,0,19,11-20,5690,5500-5999,,
CUST01011,1,Q1,4,Satisfied,Stayed,No,0,51,51-60,3268,3000-3499,,
CUST01012,1,Q4,1,Very Unsatisfied,Stayed,No,0,4,1-10,4956,4500-4999,,
CUST01013,1,Q2,2,Unsatisfied,Stayed,No,0,45,41-50,3377,3000-3499,,
CUST01014,1,Q1,2,Unsatisfied,Churned,Yes,1,44,41-50,5644,5500-5999,Price,Found better deal
CUST01015,1,Q2,1,Very Unsatisfied,Stayed,No,0,83,81-90,3396,3000-3499,,
CUST01016,1,Q3,1,Very Unsatisfied,Stayed,No,0,5,1-10,5812,5500-5999,,
CUST01017,1,Q3,4,Satisfied,Stayed,No,0,21,21-30,6044,6000-6499,,
CUST01018,1,Q2,3,Neutral,Stayed,No,0,6,1-10,3359,3000-3499,,
CUST01019,1,Q2,1,Very Unsatisfied,Stayed,No,0,45,41-50,5069,5000-5499,,
CUST01020,1,Q3,5,Very Satisfied,Stayed,No,0,41,41-50,4925,4500-4999,,
CUST01021,1,Q1,2,Unsatisfied,Stayed,No,0,48,41-50,3230,3000-3499,,
CUST01022,1,Q3,5,Very Satisfied,Stayed,No,0,38,31-40,5380,5000-5499,,
CUST01023,1,Q1,3,Neutral,Stayed,No,0,82,81-90,6033,6000-6499,,
CUST01024,1,Q3,4,Satisfied,Stayed,No,0,73,71-80,4911,4500-4999,,
CUST01025,1,Q2,2,Unsatisfied,Stayed,No,0,35,31-40,5645,5500-5999,,
CUST01026,1,Q2,2,Unsatisfied,Stayed,No,0,99,91-100,6551,6500-6999,,
CUST01027,1,Q3,4,Satisfied,Stayed,No,0,86,81-90,5498,5000-5499,,
CUST01028,1,Q1,2,Unsatisfied,Churned,Yes,1,67,61-70,4978,4500-4999,Price,Found better deal
CUST01029,1,Q1,4,Satisfied,Stayed,No,0,51,51-60,5431,5000-5499,,
CUST01030,1,Q2,5,Very Satisfied,Stayed,No,0,18,11-20,5085,5000-5499,,
CUST01031,1,Q2,3,Neutral,Stayed,No,0,71,71-80,3300,3000-3499,,
CUST01032,1,Q3,2,Unsatisfied,Churned,Yes,1,48,41-50,4623,4500-4999,Price,Found better deal
CUST01033,1,Q3,3,Neutral,Stayed,No,0,87,81-90,2440,2000-2499,,
CUST01034,1,Q3,5,Very Satisfied,Stayed,No,0,41,41-50,6132,6000-6499,,
CUST01035,1,Q2,5,Very Satisfied,Stayed,No,0,87,81-90,4152,4000-4499,,
CUST01036,1,Q1,1,Very Unsatisfied,Stayed,No,0,67,61-70,5527,5500-5999,,
CUST01037,1,Q1,1,Very Unsatisfied,Stayed,No,0,91,91-100,4974,4500-4999,,
CUST01038,1,Q4,3,Neutral,Stayed,No,0,32,31-40,2885,2500-2999,,
CUST01039,1,Q2,1,Very Unsatisfied,Stayed,No,0,42,41-50,4004,4000-4499,,
CUST01040,1,Q2,5,Very Satisfied,Stayed,No,0,12,11-20,6273,6000-6499,,
CUST01041,1,Q1,3,Neutral,Stayed,No,0,26,21-30,6288,6000-6499,,
CUST01042,1,Q2,4,Satisfied,Stayed,No,0,97,91-100,6295,6000-6499,,
CUST01043,1,Q4,3,Neutral,Churned,Yes,1,18,11-20,3716,3500-3999,Dissatisfaction,Poor service
CUST01044,1,Q4,2,Unsatisfied,Stayed,No,0,35,31-40,5298,5000-5499,,
CUST01045,1,Q1,3,Neutral,Stayed,No,0,31,31-40,6318,6000-6499,,
CUST01046,1,Q2,3,Neutral,Stayed,No,0,88,81-90,6775,6500-6999,,
CUST01047,1,Q3,5,Very Satisfied,Churned,Yes,1,27,21-30,3886,3500-3999,Competitor,Moving
CUST01048,1,Q2,5,Very Satisfied,Stayed,No,0,18,11-20,2212,2000-2499,,
CUST01049,1,Q3,4,Satisfied,Stayed,No,0,22,21-30,3829,3500-3999,,
CUST01050,1,Q2,3,Neutral,Churned,Yes,1,45,41-50,6343,6000-6499,Attitude,No longer needed
CUST01051,1,Q1,4,Satisfied,Stayed,No,0,5,1-10,4953,4500-4999,,
CUST01052,1,Q1,1,Very Unsatisfied,Stayed,No,0,74,71-80,4488,4000-4499,,
CUST01053,1,Q1,2,Unsatisfied,Churned,Yes,1,89,81-90,3820,3500-3999,Attitude,Moving
CUST01054,1,Q4,4,Satisfied,Stayed,No,0,44,41-50,5945,5500-5999,,
CUST01055,1,Q1,5,Very Satisfied,Stayed,No,0,94,91-100,3085,3000-3499,,
CUST01056,1,Q1,5,Very Satisfied,Stayed,No,0,22,21-30,3974,3500-3999,,
CUST01057,1,Q1,1,Very Unsatisfied,Stayed,No,0,51,51-60,4832,4500-4999,,
CUST01058,1,Q4,3,Neutral,Stayed,No,0,47,41-50,3800,3500-3999,,
CUST01059,1,Q2,3,Neutral,Stayed,No,0,5,1-10,3927,3500-3999,,
CUST01060,1,Q1,1,Very Unsatisfied,Stayed,No,0,67,61-70,6400,6000-6499,,
CUST01061,1,Q2,5,Very Satisfied,Stayed,No,0,21,21-30,5095,5000-5499,,
CUST01062,1,Q2,2,Unsatisfied,Stayed,No,0,72,71-80,3944,3500-3999,,
CUST01063,1,Q2,3,Neutral,Stayed,No,0,31,31-40,5505,5500-5999,,
CUST01064,1,Q1,5,Very Satisfied,Churned,Yes,1,5,1-10,6205,6000-6499,Attitude,Found better deal
CUST01065,1,Q2,1,Very Unsatisfied,Stayed,No,0,15,11-20,4088,4000-4499,,
CUST01066,1,Q1,3,Neutral,Stayed,No,0,47,41-50,5313,5000-5499,,
CUST01067,1,Q3,5,Very Satisfied,Stayed,No,0,40,41-50,5678,5500-5999,,
CUST01068,1,Q4,5,Very Satisfied,Stayed,No,0,56,51-60,5233,5000-5499,,
CUST01069,1,Q4,4,Satisfied,Churned,Yes,1,20,21-30,5682,5500-5999,Dissatisfaction,No longer needed
CUST01070,1,Q4,1,Very Unsatisfied,Stayed,No,0,32,31-40,5110,5000-5499,,
CUST01071,1,Q4,4,Satisfied,Churned,Yes,1,48,41-50,5497,5000-5499,Competitor,Too expensive
CUST01072,1,Q2,3,Neutral,Churned,Yes,1,53,51-60,4885,4500-4999,Price,Moving
CUST01073,1,Q2,1,Very Unsatisfied,Stayed,No,0,56,51-60,6586,6500-6999,,
CUST01074,1,Q2,1,Very Unsatisfied,Stayed,No,0,67,61-70,5149,5000-5499,,
CUST01075,1,Q2,3,Neutral,Stayed,No,0,33,31-40,2115,2000-2499,,
CUST01076,1,Q1,2,Unsatisfied,Stayed,No,0,73,71-80,2222,2000-2499,,
CUST01077,1,Q1,1,Very Unsatisfied,Stayed,No,0,98,91-100,6575,6500-6999,,
CUST01078,1,Q3,3,Neutral,Stayed,No,0,96,91-100,3594,3500-3999,,
CUST01079,1,Q3,4,Satisfied,Stayed,No,0,32,31-40,3851,3500-3999,,
CUST01080,1,Q1,1,Very Unsatisfied,Stayed,No,0,50,51-60,2694,2500-2999,,
CUST01081,1,Q2,4,Satisfied,Stayed,No,0,4,1-10,2300,2000-2499,,
CUST01082,1,Q4,1,Very Unsatisfied,Churned,Yes,1,99,91-100,3971,3500-3999,Dissatisfaction,Too expensive
CUST01083,1,Q2,4,Satisfied,Stayed,No,0,38,31-40,4830,4500-4999,,
CUST01084,1,Q4,4,Satisfied,Stayed,No,0,13,11-20,4364,4000-4499,,
CUST01085,1,Q1,5,Very Satisfied,Stayed,No,0,56,51-60,4173,4000-4499,,
CUST01086,1,Q4,1,Very Unsatisfied,Churned,Yes,1,51,51-60,2840,2500-2999,Dissatisfaction,Found better deal
CUST01087,1,Q1,1,Very Unsatisfied,Churned,Yes,1,26,21-30,6012,6000-6499,Other,No longer needed
CUST01088,1,Q3,1,Very Unsatisfied,Stayed,No,0,70,71-80,5204,5000-5499,,
CUST01089,1,Q3,2,Unsatisfied,Stayed,No,0,71,71-80,2526,2500-2999,,
CUST01090,1,Q3,3,Neutral,Stayed,No,0,69,61-70,6548,6500-6999,,
CUST01091,1,Q2,5,Very Satisfied,Churned,Yes,1,92,91-100,6313,6000-6499,Price,Found better deal
CUST01092,1,Q4,5,Very Satisfied,Stayed,No,0,89,81-90,6612,6500-6999,,
CUST01093,1,Q4,5,Very Satisfied,Stayed,No,0,34,31-40,6535,6500-6999,,
CUST01094,1,Q4,5,Very Satisfied,Churned,Yes,1,74,71-80,3548,3500-3999,Competitor,Found better deal
CUST01095,1,Q3,3,Neutral,Churned,Yes,1,80,81-90,6789,6500-6999,Competitor,Moving
CUST01096,1,Q3,4,Satisfied,Stayed,No,0,41,41-50,2026,2000-2499,,
CUST01097,1,Q3,4,Satisfied,Stayed,No,0,57,51-60,3095,3000-3499,,
CUST01098,1,Q4,3,Neutral,Stayed,No,0,23,21-30,3849,3500-3999,,
CUST01099,1,Q1,1,Very Unsatisfied,Stayed,No,0,13,11-20,6372,6000-6499,,
CUST01100,1,Q3,3,Neutral,Stayed,No,0,31,31-40,3126,3000-3499,,
CUST01101,1,Q3,4,Satisfied,Stayed,No,0,78,71-80,5322,5000-5499,,
CUST01102,1,Q4,3,Neutral,Churned,Yes,1,11,11-20,2385,2000-2499,Price,Found better deal
CUST01103,1,Q2,2,Unsatisfied,Stayed,No,0,62,61-70,2826,2500-2999,,
CUST01104,1,Q4,3,Neutral,Stayed,No,0,16,11-20,3855,3500-3999,,
CUST01105,1,Q1,3,Neutral,Stayed,No,0,19,11-20,6699,6500-6999,,
CUST01106,1,Q3,3,Neutral,Stayed,No,0,69,61-70,4229,4000-4499,,
CUST01107,1,Q2,1,Very Unsatisfied,Stayed,No,0,23,21-30,4238,4000-4499,,
CUST01108,1,Q4,1,Very Unsatisfied,Churned,Yes,1,33,31-40,2094,2000-2499,Dissatisfaction,No longer needed
CUST01109,1,Q2,4,Satisfied,Churned,Yes,1,6,1-10,5621,5500-5999,Attitude,Found better deal
CUST01110,1,Q3,4,Satisfied,Churned,Yes,1,16,11-20,3021,3000-3499,Other,Moving
CUST01111,1,Q2,5,Very Satisfied,Stayed,No,0,26,21-30,4740,4500-4999,,
CUST01112,1,Q3,4,Satisfied,Churned,Yes,1,43,41-50,6424,6000-6499,Other,Too expensive
CUST01113,1,Q4,4,Satisfied,Stayed,No,0,69,61-70,3109,3000-3499,,
CUST01114,1,Q3,3,Neutral,Stayed,No,0,74,71-80,6137,6000-6499,,
CUST01115,1,Q2,4,Satisfied,Churned,Yes,1,78,71-80,4639,4500-4999,Dissatisfaction,Found better deal
CUST01116,1,Q1,3,Neutral,Stayed,No,0,26,21-30,6010,6000-6499,,
CUST01117,1,Q4,5,Very Satisfied,Stayed,No,0,57,51-60,5359,5000-5499,,
CUST01118,1,Q4,4,Satisfied,Churned,Yes,1,30,31-40,4511,4500-4999,Price,Found better deal
CUST01119,1,Q3,4,Satisfied,Stayed,No,0,1,1-10,4488,4000-4499,,
CUST01120,1,Q4,4,Satisfied,Stayed,No,0,66,61-70,6709,6500-6999,,
CUST01121,1,Q4,1,Very Unsatisfied,Churned,Yes,1,84,81-90,2068,2000-2499,Attitude,Moving
CUST01122,1,Q3,1,Very Unsatisfied,Stayed,No,0,56,51-60,4043,4000-4499,,
CUST01123,1,Q2,2,Unsatisfied,Stayed,No,0,75,71-80,2852,2500-2999,,
CUST01124,1,Q3,1,Very Unsatisfied,Stayed,No,0,13,11-20,4806,4500-4999,,
CUST01125,1,Q1,4,Satisfied,Stayed,No,0,35,31-40,6992,6500-6999,,
CUST01126,1,Q1,1,Very Unsatisfied,Stayed,No,0,38,31-40,3224,3000-3499,,
CUST01127,1,Q2,2,Unsatisfied,Stayed,No,0,69,61-70,2080,2000-2499,,
CUST01128,1,Q3,2,Unsatisfied,Stayed,No,0,69,61-70,2850,2500-2999,,
CUST01129,1,Q4,5,Very Satisfied,Stayed,No,0,10,11-20,4245,4000-4499,,
CUST01130,1,Q2,5,Very Satisfied,Stayed,No,0,77,71-80,5161,5000-5499,,
CUST01131,1,Q2,4,Satisfied,Stayed,No,0,82,81-90,5197,5000-5499,,
CUST01132,1,Q1,1,Very Unsatisfied,Stayed,No,0,19,11-20,5937,5500-5999,,
CUST01133,1,Q4,5,Very Satisfied,Stayed,No,0,47,41-50,4749,4500-4999,,
CUST01134,1,Q1,1,Very Unsatisfied,Stayed,No,0,21,21-30,4257,4000-4499,,
CUST01135,1,Q1,1,Very Unsatisfied,Churned,Yes,1,1,1-10,5824,5500-5999,Price,Found better deal
CUST01136,1,Q1,5,Very Satisfied,Stayed,No,0,46,41-50,2144,2000-2499,,
CUST01137,1,Q3,4,Satisfied,Stayed,No,0,57,51-60,3889,3500-3999,,
CUST01138,1,Q4,1,Very Unsatisfied,Churned,Yes,1,76,71-80,2306,2000-2499,Price,Too expensive
CUST01139,1,Q4,5,Very Satisfied,Stayed,No,0,16,11-20,3162,3000-3499,,
CUST01140,1,Q4,5,Very Satisfied,Churned,Yes,1,49,41-50,3674,3500-3999,Other,No longer needed
CUST01141,1,Q1,4,Satisfied,Stayed,No,0,55,51-60,5979,5500-5999,,
CUST01142,1,Q2,2,Unsatisfied,Stayed,No,0,28,21-30,6475,6000-6499,,
CUST01143,1,Q1,2,Unsatisfied,Stayed,No,0,94,91-100,3074,3000-3499,,
CUST01144,1,Q3,5,Very Satisfied,Stayed,No,0,56,51-60,2191,2000-2499,,
CUST01145,1,Q3,4,Satisfied,Stayed,No,0,66,61-70,2121,2000-2499,,
CUST01146,1,Q4,5,Very Satisfied,Stayed,No,0,88,81-90,6294,6000-6499,,
CUST01147,1,Q3,4,Satisfied,Stayed,No,0,43,41-50,2555,2500-2999,,
