CustomerID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,JoinDate,LastPaymentDate,CancellationDate
CUST04827,1,Q3,No,1,45,Offer A,No,7.25,Yes,No,108.1,No,Yes,No,No,No,No,No,No,One Year,No,Credit Card,87.76,3977.82,11.62,10.54,67.92,2021-03-31,2024-12-06,
CUST04828,1,Q3,Yes,0,34,Offer A,No,20.86,No,Fiber Optic,223.9,Yes,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,56.62,1958.87,18.9,3.75,53.85,2022-02-28,2024-12-05,
CUST04829,1,Q4,No,2,42,Offer D,Yes,38.39,Yes,No,263.1,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,52.66,2238.34,6.5,4.55,79.2,2021-06-30,2024-12-17,
CUST04830,1,Q2,Yes,3,25,Offer A,Yes,5.48,No,Fiber Optic,139.8,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,93.7,2353.38,17.65,9.83,71.08,2022-11-30,2024-12-26,2023-06-07
CUST04831,1,Q3,No,1,7,None,No,27.52,No,No,53.4,Yes,No,Yes,Yes,Yes,No,Yes,No,One Year,No,Bank Withdrawal,52.02,385.54,24.81,6.33,52.61,2024-05-31,2024-12-25,
CUST04832,1,Q2,No,0,21,Offer E,No,9.74,Yes,DSL,151.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,29.25,647.07,23.12,1.59,53.6,2023-03-31,2024-12-19,
CUST04833,1,Q3,Yes,1,32,Offer D,No,26.72,Yes,DSL,223.2,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,74.53,2398.21,19.43,6.2,55.05,2022-04-30,2024-12-10,
CUST04834,1,Q2,Yes,0,38,Offer B,No,7.05,No,No,99.9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,99.09,3810.93,8.6,10.4,59.43,2021-10-31,2024-12-26,
CUST04835,1,Q3,Yes,2,47,Offer E,Yes,27.71,No,DSL,203.0,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Credit Card,79.63,3753.47,5.68,12.03,45.72,2021-01-31,2024-12-02,
CUST04836,1,Q1,No,0,17,Offer D,Yes,16.48,Yes,DSL,119.3,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,No,Mailed Check,90.26,1551.47,0.95,14.75,67.62,2023-07-31,2024-12-07,
CUST04837,1,Q4,Yes,3,7,Offer A,No,14.1,No,DSL,285.0,No,No,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Mailed Check,97.89,686.1,20.92,13.95,69.94,2024-05-31,2024-12-15,
CUST04838,1,Q1,Yes,2,19,Offer E,Yes,39.57,No,Cable,76.7,Yes,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.25,2189.28,17.82,0.47,68.72,2023-05-31,2024-12-12,
CUST04839,1,Q1,Yes,0,52,None,Yes,5.54,No,DSL,211.2,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,101.28,5300.98,15.17,0.45,13.04,2020-08-31,2024-12-21,2022-10-31
CUST04840,1,Q3,Yes,2,48,Offer D,Yes,19.12,Yes,Cable,291.0,No,No,No,Yes,Yes,Yes,No,Yes,Two Year,No,Mailed Check,64.32,3106.84,0.34,9.36,68.72,2020-12-31,2024-12-18,2023-12-18
CUST04841,1,Q1,Yes,2,31,Offer B,No,10.39,Yes,No,37.9,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Mailed Check,48.69,1528.66,6.87,12.3,58.36,2022-05-31,2024-12-20,
CUST04842,1,Q4,No,0,27,None,No,26.91,Yes,DSL,240.5,No,No,Yes,No,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,20.99,570.95,13.25,0.23,18.18,2022-09-30,2024-12-20,
CUST04843,1,Q1,No,1,70,Offer C,Yes,30.52,Yes,DSL,139.1,Yes,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,58.06,4078.48,21.53,12.99,28.38,2019-02-28,2024-12-08,
CUST04844,1,Q2,Yes,0,57,Offer D,No,23.65,Yes,No,219.1,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,40.8,2365.94,15.53,10.2,67.62,2020-03-31,2024-12-26,
CUST04845,1,Q2,Yes,0,43,Offer C,No,39.87,No,Fiber Optic,29.0,No,Yes,No,No,No,No,No,No,One Year,No,Mailed Check,85.47,3683.08,2.25,8.41,49.94,2021-05-31,2024-12-04,
CUST04846,1,Q4,Yes,1,49,Offer D,Yes,26.84,Yes,No,265.6,Yes,No,No,Yes,No,Yes,No,No,One Year,Yes,Mailed Check,59.02,2902.13,0.89,11.9,76.73,2020-11-30,2024-12-23,
CUST04847,1,Q3,No,0,36,Offer A,Yes,31.27,Yes,No,33.5,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,100.33,3613.35,20.38,4.43,1.0,2021-12-31,2024-12-04,
CUST04848,1,Q2,No,2,62,Offer D,No,16.58,No,Fiber Optic,97.8,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,119.56,7444.64,20.4,10.1,12.37,2019-10-31,2024-12-12,
CUST04849,1,Q4,No,0,27,Offer A,No,35.74,No,Fiber Optic,292.0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,98.89,2677.49,24.67,1.53,9.03,2022-09-30,2024-12-13,2022-12-30
CUST04850,1,Q3,Yes,1,7,None,No,34.91,No,No,138.9,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,96.96,695.53,1.88,1.49,71.32,2024-05-31,2024-12-11,
CUST04851,1,Q1,No,0,11,Offer C,Yes,10.94,Yes,Fiber Optic,81.8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,66.18,754.3,18.28,6.93,57.08,2024-01-31,2024-12-08,
CUST04852,1,Q3,No,1,20,None,Yes,33.44,No,Fiber Optic,72.3,Yes,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,59.02,1196.36,5.6,3.61,17.13,2023-04-30,2024-12-09,
CUST04853,1,Q3,No,0,59,None,No,25.11,Yes,Cable,261.9,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,29.8,1779.1,9.03,9.06,20.2,2020-01-31,2024-12-06,
CUST04854,1,Q1,Yes,1,23,Offer D,Yes,23.48,No,No,279.1,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.81,1893.16,9.49,4.49,9.46,2023-01-31,2024-12-02,
CUST04855,1,Q2,Yes,0,13,Offer E,Yes,12.18,Yes,No,30.3,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.86,682.17,9.08,9.14,2.84,2023-11-30,2024-12-26,
CUST04856,1,Q1,Yes,1,33,Offer A,Yes,19.52,No,Fiber Optic,288.5,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,68.87,2300.74,15.72,6.15,58.61,2022-03-31,2024-12-07,
CUST04857,1,Q3,Yes,1,32,Offer E,Yes,37.97,Yes,No,255.1,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,72.24,2317.74,12.81,9.22,21.79,2022-04-30,2024-12-21,
CUST04858,1,Q3,No,0,58,None,Yes,20.36,Yes,Fiber Optic,134.1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,73.69,4282.42,12.47,4.03,61.04,2020-02-29,2024-12-08,
CUST04859,1,Q4,Yes,1,32,Offer D,Yes,8.37,Yes,DSL,172.7,No,No,No,No,No,Yes,No,No,One Year,No,Credit Card,58.62,1897.18,11.55,3.94,0.32,2022-04-30,2024-12-07,
CUST04860,1,Q2,Yes,1,17,Offer A,Yes,18.36,Yes,Cable,221.1,Yes,Yes,No,Yes,Yes,No,Yes,No,One Year,No,Mailed Check,58.46,996.02,8.43,9.29,68.56,2023-07-31,2024-12-22,
CUST04861,1,Q4,No,0,32,Offer A,Yes,11.5,No,Fiber Optic,183.2,Yes,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,29.74,972.88,24.75,13.65,17.51,2022-04-30,2024-12-04,
CUST04862,1,Q2,No,1,36,Offer C,Yes,32.91,No,DSL,252.8,No,Yes,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,57.39,2075.32,8.59,0.22,6.14,2021-12-31,2024-12-24,2024-01-01
CUST04863,1,Q4,Yes,1,38,Offer B,Yes,29.2,Yes,No,210.6,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.71,3777.36,0.48,2.43,36.64,2021-10-31,2024-12-10,
CUST04864,1,Q1,No,2,6,None,No,19.63,Yes,DSL,247.5,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,52.64,363.8,23.01,11.69,72.71,2024-06-30,2024-12-20,2024-10-11
CUST04865,1,Q3,Yes,0,18,Offer D,Yes,17.39,Yes,No,165.1,Yes,No,Yes,Yes,No,No,Yes,No,One Year,No,Mailed Check,64.96,1185.42,7.14,11.27,11.32,2023-06-30,2024-12-13,
CUST04866,1,Q4,Yes,3,63,Offer B,Yes,19.27,No,Cable,135.7,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,65.38,4141.05,18.71,9.0,65.98,2019-09-30,2024-12-08,
CUST04867,1,Q4,No,1,27,Offer D,Yes,34.24,No,Fiber Optic,278.9,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,96.44,2634.92,18.87,9.24,5.92,2022-09-30,2024-12-25,2023-10-28
CUST04868,1,Q1,No,2,20,Offer D,Yes,6.66,No,Fiber Optic,67.8,Yes,No,No,Yes,No,No,Yes,No,Two Year,No,Credit Card,56.79,1166.45,0.69,6.68,27.23,2023-04-30,2024-12-05,
CUST04869,1,Q2,Yes,2,12,Offer C,No,14.92,Yes,DSL,278.4,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,36.98,468.04,13.53,8.89,52.83,2023-12-31,2024-12-17,
CUST04870,1,Q3,No,2,7,Offer D,No,23.27,No,DSL,177.1,No,Yes,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Credit Card,23.47,174.33,1.76,11.35,22.21,2024-05-31,2024-12-22,
CUST04871,1,Q3,No,0,71,Offer B,Yes,18.3,No,Cable,151.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.3,6865.62,1.16,8.88,43.42,2019-01-31,2024-12-14,
CUST04872,1,Q2,Yes,0,12,None,Yes,11.84,Yes,DSL,291.4,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,65.3,809.62,21.53,12.57,73.22,2023-12-31,2024-12-19,2024-06-15
CUST04873,1,Q1,No,1,69,Offer C,No,14.45,No,Cable,261.8,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.47,4466.4,0.51,12.85,63.52,2019-03-31,2024-12-26,
CUST04874,1,Q4,No,1,61,Offer D,No,35.8,No,No,123.3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,52.3,3199.41,9.62,1.09,75.92,2019-11-30,2024-12-21,
CUST04875,1,Q1,Yes,2,9,Offer D,Yes,5.79,Yes,Fiber Optic,166.7,No,No,Yes,No,Yes,No,No,No,One Year,No,Mailed Check,25.28,239.36,24.81,10.79,2.59,2024-03-31,2024-12-07,2024-11-29
CUST04876,1,Q4,Yes,3,45,Offer D,Yes,16.53,Yes,No,86.7,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,94.08,4241.99,24.71,12.99,20.84,2021-03-31,2024-12-20,
CUST04877,1,Q4,No,1,70,None,No,35.9,Yes,No,140.7,Yes,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,97.56,6865.56,23.39,3.69,36.27,2019-02-28,2024-12-12,
CUST04878,1,Q3,No,1,21,Offer E,Yes,37.88,No,No,122.2,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,114.17,2442.08,15.78,7.36,67.91,2023-03-31,2024-12-11,2024-08-26
CUST04879,1,Q2,Yes,1,29,None,No,5.24,Yes,Cable,245.6,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,62.79,1846.53,24.12,11.21,38.94,2022-07-31,2024-12-02,
CUST04880,1,Q1,Yes,1,7,Offer D,No,39.44,No,Cable,151.3,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,35.14,286.75,11.51,4.11,39.48,2024-05-31,2024-12-16,
CUST04881,1,Q1,Yes,1,71,Offer A,No,30.81,No,Fiber Optic,105.3,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,60.47,4321.02,13.04,7.41,21.3,2019-01-31,2024-12-12,
CUST04882,1,Q2,Yes,1,56,Offer E,Yes,19.83,No,Fiber Optic,183.8,No,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,58.64,3300.93,14.61,2.21,48.71,2020-04-30,2024-12-03,
CUST04883,1,Q3,Yes,2,41,Offer C,No,23.28,No,Cable,190.5,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,74.35,3056.25,11.59,6.59,1.11,2021-07-31,2024-12-10,
CUST04884,1,Q3,Yes,1,71,Offer E,No,11.82,No,No,49.3,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,38.17,2758.81,3.14,1.38,2.76,2019-01-31,2024-12-11,
CUST04885,1,Q1,Yes,0,32,Offer A,Yes,21.25,Yes,Fiber Optic,298.9,No,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,55.85,1834.78,20.2,11.76,22.64,2022-04-30,2024-12-19,
CUST04886,1,Q4,Yes,0,60,Offer D,No,23.01,Yes,DSL,79.2,Yes,No,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,113.25,6802.55,11.15,1.67,67.38,2019-12-31,2024-12-25,2022-11-05
CUST04887,1,Q1,No,1,14,Offer D,No,9.97,No,No,204.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,104.27,1497.34,22.54,4.79,15.76,2023-10-31,2024-12-04,2023-12-30
CUST04888,1,Q3,No,2,70,Offer C,Yes,8.4,No,DSL,231.4,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,31.94,2276.68,16.29,1.15,1.15,2019-02-28,2024-12-02,
CUST04889,1,Q1,No,0,65,Offer A,No,22.83,Yes,Fiber Optic,273.9,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,24.44,1630.31,7.24,10.26,58.49,2019-07-31,2024-12-17,2020-07-11
CUST04890,1,Q2,Yes,0,20,Offer E,No,12.54,Yes,Cable,219.2,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Mailed Check,77.6,1584.21,18.64,0.55,19.4,2023-04-30,2024-12-04,2024-02-18
CUST04891,1,Q2,Yes,0,12,Offer C,Yes,37.91,No,DSL,227.8,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,106.28,1308.52,19.83,10.88,60.78,2023-12-31,2024-12-25,
CUST04892,1,Q1,No,2,50,None,No,11.07,No,No,273.2,Yes,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,74.84,3756.45,10.85,12.7,31.99,2020-10-31,2024-12-12,
CUST04893,1,Q1,No,0,70,Offer A,Yes,22.31,Yes,Cable,276.3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,52.9,3740.76,24.1,2.45,56.04,2019-02-28,2024-12-16,
CUST04894,1,Q2,Yes,1,6,Offer D,No,32.32,No,Fiber Optic,151.9,Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,118.73,732.35,18.53,12.94,77.11,2024-06-30,2024-12-03,
CUST04895,1,Q1,No,1,67,Offer C,No,33.83,No,Fiber Optic,176.9,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,20.05,1381.86,19.58,8.8,5.04,2019-05-31,2024-12-20,
CUST04896,1,Q3,No,2,22,Offer A,No,35.39,No,DSL,90.8,Yes,No,No,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,28.22,649.9,23.86,5.9,6.25,2023-02-28,2024-12-10,
CUST04897,1,Q2,No,2,67,None,Yes,21.08,No,DSL,24.6,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,24.47,1665.11,12.82,1.59,77.57,2019-05-31,2024-12-11,2021-05-25
CUST04898,1,Q4,Yes,1,56,Offer E,Yes,27.72,Yes,No,37.7,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,29.31,1670.08,14.14,6.24,19.94,2020-04-30,2024-12-25,
CUST04899,1,Q1,Yes,0,44,Offer E,Yes,35.47,No,Fiber Optic,124.7,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,72.31,3225.59,4.31,3.79,8.17,2021-04-30,2024-12-08,
CUST04900,1,Q2,Yes,1,48,Offer B,Yes,27.06,Yes,DSL,275.1,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,48.61,2341.32,8.79,13.07,60.06,2020-12-31,2024-12-14,
CUST04901,1,Q2,No,0,9,Offer C,Yes,37.07,No,No,146.6,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,115.81,1086.89,4.17,7.62,53.26,2024-03-31,2024-12-24,
CUST04902,1,Q2,No,0,49,Offer C,Yes,38.79,Yes,Fiber Optic,297.5,No,Yes,No,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,98.37,4846.97,3.07,9.78,33.18,2020-11-30,2024-12-24,
CUST04903,1,Q2,No,1,63,Offer C,No,22.96,No,No,287.7,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,40.45,2571.1,10.75,4.12,29.04,2019-09-30,2024-12-21,
CUST04904,1,Q4,No,1,70,Offer E,Yes,12.41,Yes,Fiber Optic,278.5,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.34,3893.45,1.53,13.74,21.63,2019-02-28,2024-12-25,
CUST04905,1,Q4,No,2,52,Offer B,No,23.29,Yes,Cable,201.4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,106.98,5601.86,24.24,5.36,60.09,2020-08-31,2024-12-20,
CUST04906,1,Q1,Yes,2,15,Offer A,Yes,38.17,No,DSL,203.7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,37.17,561.03,8.73,2.12,20.16,2023-09-30,2024-12-13,
CUST04907,1,Q3,No,0,26,Offer B,Yes,25.53,No,Fiber Optic,74.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.18,2377.69,4.37,14.56,34.77,2022-10-31,2024-12-22,
CUST04908,1,Q2,Yes,1,61,Offer C,No,7.08,Yes,No,298.6,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,76.28,4700.31,2.59,5.81,20.0,2019-11-30,2024-12-15,
CUST04909,1,Q2,Yes,3,16,Offer C,No,30.32,Yes,Cable,221.4,No,No,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,75.14,1232.3,21.72,11.99,31.7,2023-08-31,2024-12-23,
CUST04910,1,Q4,Yes,4,25,None,No,22.7,No,Cable,29.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.82,2088.74,15.55,9.92,11.56,2022-11-30,2024-12-05,
CUST04911,1,Q1,Yes,1,45,None,No,27.27,No,Fiber Optic,184.5,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,57.07,2610.98,20.79,7.47,46.89,2021-03-31,2024-12-21,
CUST04912,1,Q4,No,0,33,None,No,15.68,No,No,127.4,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,82.75,2734.25,20.26,6.59,75.32,2022-03-31,2024-12-02,2023-11-03
CUST04913,1,Q3,Yes,1,14,Offer E,Yes,31.69,Yes,DSL,246.8,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,95.4,1376.83,22.48,6.78,49.54,2023-10-31,2024-12-26,
CUST04914,1,Q2,Yes,0,51,Offer A,No,20.68,No,No,262.3,Yes,Yes,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,72.45,3731.9,3.43,9.44,7.11,2020-09-30,2024-12-10,
CUST04915,1,Q1,No,0,58,None,No,24.51,No,Cable,240.7,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.58,3746.84,10.6,5.62,51.89,2020-02-29,2024-12-09,
CUST04916,1,Q3,No,2,66,Offer D,No,21.09,Yes,Cable,102.8,Yes,Yes,Yes,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,28.09,1870.55,22.07,8.88,46.21,2019-06-30,2024-12-12,
CUST04917,1,Q3,No,1,59,Offer D,No,34.18,Yes,Fiber Optic,120.2,Yes,No,Yes,No,No,No,Yes,No,One Year,No,Mailed Check,21.96,1328.53,17.54,3.09,73.85,2020-01-31,2024-12-12,
CUST04918,1,Q3,No,0,25,Offer D,Yes,7.33,No,Fiber Optic,102.5,No,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,50.67,1271.51,9.24,6.3,11.29,2022-11-30,2024-12-21,
CUST04919,1,Q4,No,0,11,None,Yes,30.59,Yes,DSL,199.4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,23.04,265.9,24.53,12.85,38.23,2024-01-31,2024-12-14,
CUST04920,1,Q2,No,1,56,Offer E,Yes,33.22,No,DSL,263.2,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Mailed Check,115.83,6518.27,15.38,10.98,15.8,2020-04-30,2024-12-12,
CUST04921,1,Q1,Yes,0,42,Offer A,No,14.75,Yes,DSL,170.8,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,21.71,920.91,14.96,8.11,25.65,2021-06-30,2024-12-20,
CUST04922,1,Q3,No,1,13,None,No,8.89,No,Fiber Optic,131.7,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Credit Card,115.11,1499.69,24.06,6.87,56.51,2023-11-30,2024-12-26,
CUST04923,1,Q2,Yes,1,41,Offer E,Yes,23.74,No,No,109.3,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,86.78,3601.18,11.82,0.49,73.88,2021-07-31,2024-12-23,2021-09-11
CUST04924,1,Q4,No,1,12,Offer C,No,21.69,No,Cable,252.9,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,30.68,384.06,21.67,2.96,22.34,2023-12-31,2024-12-17,
CUST04925,1,Q1,No,1,61,Offer C,No,20.59,No,Fiber Optic,107.6,No,Yes,Yes,Yes,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,45.43,2776.47,18.72,14.63,42.54,2019-11-30,2024-12-15,2020-11-13
CUST04926,1,Q2,No,2,42,Offer E,No,29.79,No,DSL,299.3,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Mailed Check,117.79,4956.91,20.03,14.52,60.6,2021-06-30,2024-12-22,
CUST04927,1,Q4,Yes,0,57,Offer C,No,17.37,No,Fiber Optic,292.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,20.42,1168.06,23.72,12.73,39.19,2020-03-31,2024-12-14,
CUST04928,1,Q4,Yes,0,70,Offer B,Yes,33.51,No,Cable,95.7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,22.28,1608.41,23.37,12.23,67.25,2019-02-28,2024-12-26,
CUST04929,1,Q1,No,3,42,None,No,24.66,Yes,No,170.5,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,108.49,4563.92,18.99,2.92,57.34,2021-06-30,2024-12-20,
CUST04930,1,Q4,No,1,11,Offer E,No,31.89,Yes,No,110.8,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,69.49,785.34,4.69,0.42,3.85,2024-01-31,2024-12-02,
CUST04931,1,Q2,Yes,3,48,Offer A,No,10.69,No,Fiber Optic,203.6,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,26.9,1293.9,5.08,14.14,14.96,2020-12-31,2024-12-25,
CUST04932,1,Q2,Yes,2,13,Offer C,No,27.61,Yes,DSL,153.2,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,101.11,1329.82,9.09,3.04,0.38,2023-11-30,2024-12-06,2024-11-03
CUST04933,1,Q4,No,0,61,None,No,15.89,No,DSL,39.4,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,60.98,3768.16,10.54,14.74,52.27,2019-11-30,2024-12-02,
CUST04934,1,Q2,No,3,61,Offer E,Yes,25.47,No,DSL,96.6,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,63.94,3910.48,2.15,3.1,42.23,2019-11-30,2024-12-26,
CUST04935,1,Q3,Yes,2,42,Offer A,No,33.34,Yes,DSL,171.9,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,105.19,4435.92,23.19,6.08,26.49,2021-06-30,2024-12-11,
CUST04936,1,Q1,No,3,31,Offer B,Yes,19.72,Yes,Fiber Optic,91.9,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,22.75,737.24,9.59,2.45,12.17,2022-05-31,2024-12-15,2023-02-05
CUST04937,1,Q2,No,1,25,Offer B,Yes,30.07,No,Fiber Optic,127.5,No,Yes,No,Yes,Yes,No,Yes,No,One Year,No,Credit Card,108.31,2739.74,6.46,4.89,34.49,2022-11-30,2024-12-24,2024-07-22
CUST04938,1,Q3,No,2,24,Offer C,Yes,5.22,Yes,DSL,178.7,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,97.38,2370.4,5.0,4.57,36.43,2022-12-31,2024-12-20,
CUST04939,1,Q1,No,1,42,None,No,33.29,Yes,DSL,54.4,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,39.75,1697.13,11.6,8.32,75.97,2021-06-30,2024-12-02,
CUST04940,1,Q2,No,1,70,Offer A,Yes,11.18,No,Fiber Optic,34.2,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.81,4219.87,23.22,8.7,30.01,2019-02-28,2024-12-10,
CUST04941,1,Q1,Yes,0,15,Offer A,Yes,18.49,No,Fiber Optic,299.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,78.19,1209.85,16.85,9.49,79.63,2023-09-30,2024-12-09,
