CustomerID,Count,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents
CUST02695,1,MALE,73,Yes,Yes,Yes,3
CUST02696,1,MALE,47,No,No,No,0
CUST02697,1,MALE,74,Yes,No,No,0
CUST02698,1,MALE,64,No,Yes,No,0
CUST02699,1,Female,52,No,Yes,Yes,3
CUST02700,1,MALE,36,No,No,Yes,1
CUST02701,1,Male,25,No,Yes,No,0
CUST02702,1,FEMALE,43,No,Yes,Yes,0
CUST02703,1,MALE,47,No,No,Yes,0
CUST02704,1,female,24,No,No,No,0
CUST02705,1,FEMALE,84,Yes,No,Yes,2
CUST02706,1,Male,82,Yes,Yes,No,0
CUST02707,1,FEMALE,53,No,Yes,No,0
CUST02708,1,FEMALE,42,No,No,Yes,1
CUST02709,1,Male,54,No,No,Yes,1
CUST02710,1,MALE,18,No,Yes,No,0
CUST02711,1,Male,32,No,No,No,0
CUST02712,1,female,54,No,Yes,Yes,1
CUST02713,1,Male,30,No,No,No,0
CUST02714,1,Female,25,No,Yes,No,0
CUST02715,1,Female,22,No,Yes,Yes,1
CUST02716,1,FEMALE,77,Yes,Yes,Yes,1
CUST02717,1,MALE,18,No,Yes,No,0
CUST02718,1,MALE,53,No,No,No,0
CUST02719,1,Female,52,No,No,No,0
CUST02720,1,female,83,Yes,Yes,No,0
CUST02721,1,Male,80,Yes,Yes,No,0
CUST02722,1,Male,40,No,Yes,Yes,3
CUST02723,1,Male,26,No,No,No,0
CUST02724,1,female,51,No,No,No,0
CUST02725,1,female,63,No,No,No,0
CUST02726,1,Male,21,No,No,No,0
CUST02727,1,Male,47,No,Yes,Yes,3
CUST02728,1,female,20,No,No,No,0
CUST02729,1,Male,31,No,Yes,No,0
CUST02730,1,female,77,Yes,No,No,0
CUST02731,1,FEMALE,62,No,No,No,0
CUST02732,1,Female,51,No,No,Yes,0
CUST02733,1,Female,62,No,No,Yes,0
CUST02734,1,female,78,Yes,No,No,0
CUST02735,1,Male,33,No,Yes,Yes,1
CUST02736,1,Female,83,Yes,Yes,No,0
CUST02737,1,MALE,57,No,Yes,Yes,3
CUST02738,1,Male,34,No,No,Yes,0
CUST02739,1,female,51,No,No,Yes,1
CUST02740,1,MALE,33,No,Yes,Yes,2
CUST02741,1,female,77,Yes,No,No,0
CUST02742,1,Male,83,Yes,No,Yes,1
CUST02743,1,FEMALE,83,Yes,Yes,Yes,2
CUST02744,1,FEMALE,30,No,No,Yes,2
CUST02745,1,FEMALE,73,Yes,No,Yes,1
CUST02746,1,Male,48,No,Yes,No,0
CUST02747,1,Male,51,No,No,No,0
CUST02748,1,MALE,56,No,No,No,0
CUST02749,1,Male,84,Yes,Yes,No,0
CUST02750,1,Male,25,No,Yes,No,0
CUST02751,1,MALE,72,Yes,No,Yes,1
CUST02752,1,MALE,44,No,Yes,No,0
CUST02753,1,female,70,Yes,No,Yes,1
CUST02754,1,Female,56,No,No,Yes,1
CUST02755,1,Female,82,Yes,No,Yes,0
CUST02756,1,female,34,No,No,No,0
CUST02757,1,FEMALE,47,No,Yes,Yes,0
CUST02758,1,Male,70,Yes,Yes,Yes,2
CUST02759,1,MALE,30,No,Yes,Yes,1
CUST02760,1,MALE,38,No,Yes,Yes,0
CUST02761,1,FEMALE,36,No,No,No,0
CUST02762,1,MALE,70,Yes,Yes,Yes,0
CUST02763,1,FEMALE,36,No,No,Yes,3
CUST02764,1,female,74,Yes,No,No,0
CUST02765,1,FEMALE,42,No,No,No,0
CUST02766,1,Female,48,No,No,No,0
CUST02767,1,FEMALE,72,Yes,No,Yes,3
CUST02768,1,female,40,No,Yes,Yes,0
CUST02769,1,FEMALE,49,No,No,Yes,2
CUST02770,1,female,79,Yes,Yes,No,0
CUST02771,1,Female,27,No,No,No,0
CUST02772,1,Male,71,Yes,No,Yes,0
CUST02773,1,female,69,Yes,No,No,0
CUST02774,1,Male,37,No,No,No,0
CUST02775,1,female,49,No,No,No,0
CUST02776,1,FEMALE,31,No,Yes,No,0
CUST02777,1,Male,67,Yes,No,Yes,1
CUST02778,1,female,45,No,Yes,Yes,0
CUST02779,1,female,70,Yes,Yes,Yes,3
CUST02780,1,Male,41,No,Yes,Yes,3
CUST02781,1,female,39,No,Yes,Yes,1
CUST02782,1,Male,47,No,Yes,No,0
CUST02783,1,Female,80,Yes,No,Yes,0
CUST02784,1,MALE,21,No,No,Yes,1
CUST02785,1,Female,76,Yes,No,No,0
CUST02786,1,Male,25,No,No,No,0
CUST02787,1,FEMALE,29,No,Yes,No,0
CUST02788,1,FEMALE,48,No,No,No,0
CUST02789,1,MALE,51,No,No,No,0
CUST02790,1,Male,66,Yes,No,No,0
CUST02791,1,female,74,Yes,Yes,No,0
CUST02792,1,Female,43,No,Yes,No,0
CUST02793,1,Female,35,No,Yes,Yes,2
CUST02794,1,MALE,55,No,Yes,No,0
CUST02795,1,MALE,67,Yes,Yes,No,0
CUST02796,1,MALE,25,No,No,Yes,3
CUST02797,1,MALE,58,No,Yes,Yes,0
CUST02798,1,MALE,23,No,No,Yes,0
CUST02799,1,MALE,61,No,No,No,0
CUST02800,1,female,81,Yes,No,Yes,2
CUST02801,1,female,46,No,Yes,Yes,2
CUST02802,1,Female,45,No,No,No,0
CUST02803,1,Female,28,No,No,Yes,3
CUST02804,1,MALE,82,Yes,Yes,Yes,2
CUST02805,1,Female,36,No,No,No,0
CUST02806,1,MALE,26,No,Yes,Yes,3
CUST02807,1,female,44,No,Yes,No,0
CUST02808,1,FEMALE,51,No,Yes,Yes,3
CUST02809,1,female,61,No,No,Yes,1
CUST02810,1,Male,32,No,No,Yes,1
CUST02811,1,female,68,Yes,No,No,0
CUST02812,1,Male,30,No,Yes,Yes,3
CUST02813,1,Female,66,Yes,No,Yes,0
CUST02814,1,female,73,Yes,No,Yes,1
CUST02815,1,FEMALE,68,Yes,Yes,Yes,0
CUST02816,1,female,54,No,No,Yes,2
CUST02817,1,female,34,No,No,Yes,0
CUST02818,1,female,75,Yes,Yes,No,0
CUST02819,1,MALE,46,Yes,Yes,No,0
CUST02820,1,female,50,No,No,No,0
CUST02821,1,female,77,Yes,No,No,0
CUST02822,1,FEMALE,72,Yes,Yes,No,0
CUST02823,1,Male,27,No,Yes,Yes,2
CUST02824,1,Male,64,No,Yes,No,0
CUST02825,1,FEMALE,40,No,No,Yes,3
CUST02826,1,Female,38,No,Yes,No,0
CUST02827,1,female,30,No,No,Yes,3
CUST02828,1,Female,50,No,Yes,No,0
CUST02829,1,FEMALE,41,No,No,Yes,3
CUST02830,1,Female,28,No,Yes,Yes,2
CUST02831,1,Male,34,No,Yes,No,0
CUST02832,1,MALE,64,No,No,No,0
CUST02833,1,Female,42,No,Yes,Yes,0
CUST02834,1,MALE,38,No,Yes,No,0
CUST02835,1,Female,29,No,No,No,0
CUST02836,1,FEMALE,54,No,No,Yes,1
CUST02837,1,MALE,59,No,Yes,Yes,1
CUST02838,1,Female,34,No,Yes,Yes,0
CUST02839,1,FEMALE,65,Yes,No,No,0
CUST02840,1,Male,45,No,No,Yes,1
CUST02841,1,female,58,No,No,Yes,2
CUST02842,1,FEMALE,64,No,No,No,0
CUST02843,1,FEMALE,35,No,Yes,Yes,2
CUST02844,1,Male,30,No,Yes,Yes,1
CUST02845,1,MALE,30,No,Yes,No,0
CUST02846,1,Female,48,No,No,Yes,1
CUST02847,1,MALE,19,No,No,No,0
CUST02848,1,FEMALE,33,No,Yes,No,0
CUST02849,1,Female,26,No,No,Yes,2
CUST02850,1,female,55,No,No,Yes,0
CUST02851,1,female,71,Yes,Yes,No,0
CUST02852,1,Female,73,Yes,Yes,No,0
CUST02853,1,FEMALE,62,No,No,No,0
CUST02854,1,Male,51,No,Yes,No,0
CUST02855,1,MALE,26,No,Yes,No,0
CUST02856,1,MALE,25,No,No,No,0
CUST02857,1,Male,24,No,No,No,0
CUST02858,1,Male,53,No,No,Yes,1
CUST02859,1,female,35,No,No,No,0
CUST02860,1,Male,20,No,Yes,Yes,1
CUST02861,1,Female,45,No,No,No,0
CUST02862,1,female,61,No,No,Yes,3
CUST02863,1,FEMALE,38,No,Yes,Yes,3
CUST02864,1,female,45,No,Yes,No,0
CUST02865,1,female,71,Yes,Yes,No,0
CUST02866,1,MALE,71,Yes,No,Yes,0
CUST02867,1,Male,82,Yes,No,Yes,2
CUST02868,1,Female,38,No,Yes,Yes,0
CUST02869,1,Male,30,No,No,No,0
CUST02870,1,MALE,74,Yes,Yes,No,0
CUST02871,1,Male,66,Yes,No,No,0
CUST02872,1,Female,71,Yes,Yes,Yes,0
CUST02873,1,Male,27,No,Yes,No,0
CUST02874,1,MALE,70,Yes,Yes,No,0
CUST02875,1,Female,61,No,Yes,No,0
CUST02876,1,Male,64,No,Yes,Yes,0
CUST02877,1,MALE,70,Yes,Yes,Yes,1
CUST02878,1,MALE,63,No,No,Yes,2
CUST02879,1,female,30,No,No,No,0
CUST02880,1,Female,54,No,Yes,Yes,2
CUST02881,1,Female,41,No,No,Yes,1
CUST02882,1,Male,19,No,No,Yes,0
CUST02883,1,female,31,No,No,Yes,3
CUST02884,1,Female,27,No,No,No,0
CUST02885,1,MALE,52,No,Yes,Yes,1
CUST02886,1,Female,42,No,No,No,0
CUST02887,1,female,20,No,No,Yes,0
CUST02888,1,FEMALE,34,No,No,No,0
CUST02889,1,MALE,29,No,Yes,Yes,0
CUST02890,1,Female,71,Yes,Yes,Yes,0
CUST02891,1,MALE,41,No,No,No,0
CUST02892,1,Male,46,No,No,Yes,0
CUST02893,1,MALE,60,No,No,Yes,3
CUST02894,1,Female,42,No,No,No,0
CUST02895,1,Male,77,Yes,No,No,0
CUST02896,1,Male,82,Yes,Yes,Yes,3
CUST02897,1,Male,45,No,Yes,Yes,1
CUST02898,1,FEMALE,33,No,No,Yes,0
CUST02899,1,FEMALE,64,No,No,Yes,1
CUST02900,1,Male,75,Yes,No,Yes,0
CUST02901,1,Female,44,No,Yes,No,0
CUST02902,1,Male,70,Yes,Yes,Yes,3
CUST02903,1,Male,59,No,No,Yes,1
CUST02904,1,MALE,76,Yes,Yes,Yes,2
CUST02905,1,MALE,64,No,No,Yes,1
CUST02906,1,MALE,51,No,Yes,Yes,2
CUST02907,1,female,54,No,Yes,No,0
CUST02908,1,MALE,23,No,Yes,Yes,1
CUST02909,1,MALE,24,No,Yes,Yes,3
CUST02910,1,Female,42,No,Yes,No,0
CUST02911,1,FEMALE,50,No,Yes,Yes,2
CUST02912,1,FEMALE,72,Yes,No,Yes,3
CUST02913,1,FEMALE,75,Yes,No,Yes,1
CUST02914,1,female,24,No,No,No,0
CUST02915,1,Male,74,Yes,No,No,0
CUST02916,1,MALE,29,No,No,No,0
CUST02917,1,Female,33,No,No,Yes,3
CUST02918,1,female,60,No,No,Yes,0
CUST02919,1,FEMALE,24,No,No,Yes,2
CUST02920,1,female,68,Yes,No,Yes,0
CUST02921,1,Female,49,No,Yes,No,0
CUST02922,1,female,25,No,No,No,0
CUST02923,1,FEMALE,62,No,No,Yes,2
CUST02924,1,Male,76,Yes,Yes,No,0
CUST02925,1,FEMALE,21,No,No,Yes,3
CUST02926,1,FEMALE,84,Yes,No,Yes,3
CUST02927,1,FEMALE,46,No,Yes,No,0
CUST02928,1,female,46,No,Yes,No,0
CUST02929,1,Female,45,No,Yes,No,0
CUST02930,1,FEMALE,61,No,No,Yes,0
CUST02931,1,female,21,No,No,Yes,0
CUST02932,1,Female,26,No,No,No,0
CUST02933,1,Male,22,No,No,No,0
CUST02934,1,FEMALE,73,Yes,No,No,0
CUST02935,1,MALE,67,Yes,No,No,0
CUST02936,1,female,32,No,No,No,0
CUST02937,1,Male,49,No,No,Yes,1
CUST02938,1,Male,45,No,No,Yes,0
CUST02939,1,Male,39,No,No,No,0
CUST02940,1,female,34,No,Yes,No,0
CUST02941,1,Female,76,Yes,No,Yes,2
CUST02942,1,MALE,74,Yes,Yes,Yes,2
CUST02943,1,Female,43,No,No,No,0
CUST02944,1,FEMALE,42,No,Yes,Yes,2
CUST02945,1,MALE,27,No,No,No,0
CUST02946,1,Female,62,No,No,Yes,1
CUST02947,1,FEMALE,28,No,Yes,Yes,1
CUST02948,1,MALE,70,Yes,Yes,No,0
CUST02949,1,female,45,No,Yes,No,0
CUST02950,1,FEMALE,82,Yes,Yes,Yes,2
CUST02951,1,Female,66,Yes,Yes,No,0
CUST02952,1,MALE,64,No,Yes,No,0
CUST02953,1,FEMALE,69,Yes,No,No,0
CUST02954,1,FEMALE,71,Yes,No,No,0
CUST02955,1,female,77,Yes,Yes,Yes,0
CUST02956,1,FEMALE,74,Yes,No,Yes,3
CUST02957,1,MALE,64,No,No,Yes,1
CUST02958,1,Male,48,No,Yes,Yes,0
CUST02959,1,MALE,63,No,No,Yes,1
CUST02960,1,MALE,43,No,No,Yes,1
CUST02961,1,female,22,No,Yes,No,0
CUST02962,1,female,69,Yes,Yes,Yes,3
CUST02963,1,FEMALE,71,Yes,No,No,0
CUST02964,1,female,50,No,No,No,0
CUST02965,1,FEMALE,67,Yes,Yes,No,0
CUST02966,1,Male,55,No,Yes,Yes,1
CUST02967,1,Female,44,No,No,Yes,1
CUST02968,1,female,32,No,No,No,0
CUST02969,1,female,78,Yes,Yes,Yes,3
CUST02970,1,Male,38,No,Yes,Yes,2
CUST02971,1,female,63,No,No,No,0
CUST02972,1,Male,23,No,Yes,No,0
CUST02973,1,FEMALE,55,No,Yes,Yes,1
CUST02974,1,female,79,Yes,No,Yes,1
CUST02975,1,female,79,Yes,Yes,Yes,2
CUST02976,1,FEMALE,63,No,Yes,Yes,2
CUST02977,1,female,30,No,Yes,No,0
CUST02978,1,MALE,20,No,Yes,Yes,2
CUST02979,1,Male,23,No,Yes,No,0
CUST02980,1,Female,25,No,Yes,No,0
CUST02981,1,MALE,61,No,No,No,0
CUST02982,1,Female,50,No,Yes,No,0
CUST02983,1,MALE,67,Yes,Yes,Yes,2
CUST02984,1,MALE,28,No,No,No,0
CUST02985,1,MALE,45,No,No,Yes,0
CUST02986,1,Male,58,No,No,Yes,2
CUST02987,1,Female,33,No,Yes,No,0
CUST02988,1,FEMALE,65,Yes,No,No,0
CUST02989,1,FEMALE,73,Yes,No,Yes,2
CUST02990,1,female,81,Yes,No,No,0
CUST02991,1,Male,76,Yes,Yes,No,0
CUST02992,1,Male,79,Yes,No,Yes,2
CUST02993,1,Male,28,No,Yes,No,0
CUST02994,1,MALE,35,No,Yes,No,0
CUST02995,1,Male,36,No,No,No,0
CUST02996,1,FEMALE,72,Yes,Yes,Yes,0
CUST02997,1,Male,43,No,Yes,No,0
CUST02998,1,MALE,23,No,Yes,Yes,3
CUST02999,1,Female,21,No,Yes,Yes,2
CUST03000,1,Male,46,No,Yes,No,0
CUST03001,1,Female,76,Yes,No,Yes,0
CUST03002,1,female,34,No,Yes,No,0
CUST03003,1,MALE,60,No,Yes,No,0
CUST03004,1,Male,83,Yes,Yes,Yes,1
CUST03005,1,female,51,No,Yes,Yes,3
CUST03006,1,female,25,No,No,No,0
CUST03007,1,Female,30,No,No,Yes,0
CUST03008,1,FEMALE,25,No,Yes,Yes,2
CUST03009,1,FEMALE,82,Yes,Yes,Yes,3
CUST03010,1,FEMALE,60,No,No,No,0
CUST03011,1,FEMALE,56,No,Yes,No,0
CUST03012,1,MALE,76,Yes,Yes,No,0
CUST03013,1,Male,61,No,No,No,0
CUST03014,1,Male,26,No,No,No,0
CUST03015,1,MALE,54,No,Yes,Yes,0
CUST03016,1,Female,53,No,No,Yes,0
CUST03017,1,Male,45,No,Yes,No,0
CUST03018,1,female,59,No,Yes,No,0
CUST03019,1,Male,60,No,Yes,Yes,0
CUST03020,1,MALE,59,No,Yes,No,0
CUST03021,1,Female,83,Yes,No,No,0
CUST03022,1,Male,72,Yes,No,Yes,0
CUST03023,1,MALE,65,Yes,No,No,0
CUST03024,1,female,39,No,Yes,No,0
CUST03025,1,FEMALE,44,No,No,No,0
CUST03026,1,female,84,Yes,Yes,No,0
CUST03027,1,female,30,No,No,Yes,0
CUST03028,1,Female,62,No,Yes,No,0
CUST03029,1,Male,27,No,Yes,No,0
CUST03030,1,FEMALE,26,No,No,Yes,0
CUST03031,1,MALE,71,Yes,Yes,Yes,0
CUST03032,1,FEMALE,44,No,Yes,No,0
CUST03033,1,Male,51,No,No,No,0
CUST03034,1,Female,18,No,No,Yes,0
CUST03035,1,Male,49,No,Yes,Yes,1
CUST03036,1,MALE,84,Yes,Yes,Yes,1
CUST03037,1,FEMALE,37,No,Yes,Yes,2
CUST03038,1,female,52,No,Yes,Yes,2
CUST03039,1,Male,34,No,No,Yes,2
CUST03040,1,Female,35,No,No,Yes,2
CUST03041,1,Female,62,No,Yes,Yes,2
CUST03042,1,FEMALE,70,Yes,Yes,No,0
CUST03043,1,female,82,Yes,Yes,No,0
CUST03044,1,MALE,18,No,Yes,No,0
CUST03045,1,female,75,Yes,No,No,0
CUST03046,1,FEMALE,43,No,No,No,0
CUST03047,1,female,37,No,No,No,0
CUST03048,1,FEMALE,27,No,No,Yes,2
CUST03049,1,female,76,Yes,Yes,No,0
CUST03050,1,Male,58,No,Yes,Yes,1
CUST03051,1,Female,22,No,Yes,No,0
CUST03052,1,FEMALE,82,Yes,No,No,0
CUST03053,1,FEMALE,34,No,No,No,0
CUST03054,1,Female,39,No,No,No,0
CUST03055,1,MALE,58,No,No,No,0
CUST03056,1,FEMALE,28,No,Yes,No,0
CUST03057,1,Male,73,Yes,Yes,No,0
CUST03058,1,female,68,Yes,No,No,0
CUST03059,1,Male,38,No,No,Yes,1
CUST03060,1,FEMALE,43,No,Yes,No,0
CUST03061,1,MALE,36,No,Yes,No,0
CUST03062,1,FEMALE,77,Yes,Yes,No,0
CUST03063,1,MALE,64,No,Yes,Yes,1
CUST03064,1,Female,43,No,Yes,Yes,0
CUST03065,1,female,57,No,No,Yes,0
CUST03066,1,Male,22,No,Yes,Yes,2
CUST03067,1,MALE,38,No,Yes,Yes,3
CUST03068,1,Male,21,No,No,Yes,1
CUST03069,1,Female,40,No,Yes,No,0
CUST03070,1,FEMALE,32,No,Yes,No,0
CUST03071,1,MALE,25,No,No,No,0
CUST03072,1,female,58,No,No,No,0
CUST03073,1,MALE,36,No,No,Yes,3
CUST03074,1,FEMALE,63,No,No,Yes,2
CUST03075,1,FEMALE,45,No,No,No,0
CUST03076,1,female,32,No,No,No,0
CUST03077,1,female,54,No,Yes,Yes,1
CUST03078,1,Female,18,No,Yes,Yes,3
CUST03079,1,Male,84,Yes,Yes,Yes,1
CUST03080,1,MALE,41,No,Yes,No,0
CUST03081,1,Female,44,No,No,Yes,3
CUST03082,1,Male,57,No,No,Yes,2
CUST03083,1,Female,80,Yes,No,No,0
CUST03084,1,female,78,Yes,Yes,No,0
CUST03085,1,female,53,No,No,No,0
CUST03086,1,FEMALE,41,No,Yes,No,0
CUST03087,1,MALE,41,No,No,Yes,2
CUST03088,1,MALE,21,No,Yes,Yes,0
CUST03089,1,MALE,84,Yes,No,No,0
CUST03090,1,Female,51,No,No,Yes,3
CUST03091,1,Female,74,Yes,Yes,Yes,1
CUST03092,1,MALE,66,Yes,No,No,0
CUST03093,1,FEMALE,70,Yes,No,No,0
CUST03094,1,Male,40,No,Yes,Yes,3
CUST03095,1,Female,70,Yes,Yes,No,0
CUST03096,1,MALE,79,Yes,No,No,0
CUST03097,1,female,58,No,No,Yes,0
CUST03098,1,Female,74,Yes,No,No,0
CUST03099,1,Male,77,Yes,No,Yes,0
CUST03100,1,Female,71,Yes,No,No,0
CUST03101,1,Male,74,Yes,No,Yes,0
CUST03102,1,Male,27,No,Yes,No,0
CUST03103,1,Female,57,No,No,No,0
CUST03104,1,Male,24,No,Yes,Yes,0
CUST03105,1,Female,55,Yes,Yes,Yes,1
CUST03106,1,Female,78,Yes,No,No,0
CUST03107,1,FEMALE,20,No,Yes,Yes,1
CUST03108,1,female,68,Yes,No,Yes,0
CUST03109,1,Male,64,No,Yes,No,0
CUST03110,1,Female,55,No,No,No,0
CUST03111,1,Male,53,No,Yes,Yes,1
CUST03112,1,Female,58,No,No,No,0
CUST03113,1,Female,30,No,Yes,No,0
CUST03114,1,Female,75,Yes,Yes,No,0
CUST03115,1,female,67,Yes,Yes,Yes,0
CUST03116,1,Male,47,No,Yes,Yes,2
CUST03117,1,female,79,Yes,Yes,No,0
CUST03118,1,female,42,No,Yes,Yes,0
CUST03119,1,female,44,No,No,No,0
CUST03120,1,female,68,Yes,No,Yes,2
CUST03121,1,FEMALE,74,Yes,Yes,No,0
CUST03122,1,Male,64,No,Yes,Yes,0
CUST03123,1,Male,56,No,Yes,Yes,0
CUST03124,1,Female,33,No,No,Yes,1
CUST03125,1,Male,39,No,Yes,No,0
CUST03126,1,female,71,Yes,Yes,Yes,2
CUST03127,1,MALE,38,No,Yes,No,0
CUST03128,1,Male,33,No,No,No,0
CUST03129,1,MALE,76,Yes,Yes,Yes,1
CUST03130,1,FEMALE,48,No,No,No,0
CUST03131,1,Female,59,No,Yes,Yes,0
CUST03132,1,Female,49,No,Yes,Yes,2
CUST03133,1,Female,76,Yes,No,No,0
CUST03134,1,FEMALE,51,No,Yes,No,0
CUST03135,1,female,26,No,Yes,No,0
CUST03136,1,MALE,28,No,Yes,No,0
CUST03137,1,Male,27,No,No,No,0
CUST03138,1,female,34,No,No,Yes,0
CUST03139,1,Female,65,Yes,Yes,No,0
CUST03140,1,Female,69,Yes,Yes,No,0
CUST03141,1,female,42,No,No,No,0
CUST03142,1,MALE,38,No,No,No,0
CUST03143,1,female,82,Yes,Yes,Yes,2
CUST03144,1,FEMALE,80,Yes,Yes,No,0
CUST03145,1,Female,68,Yes,Yes,No,0
CUST03146,1,MALE,53,No,No,No,0
CUST03147,1,Male,83,Yes,No,No,0
CUST03148,1,Female,32,No,No,Yes,3
CUST03149,1,female,56,No,No,No,0
CUST03150,1,MALE,18,No,Yes,Yes,2
CUST03151,1,Female,40,No,No,No,0
CUST03152,1,Male,56,No,No,Yes,3
CUST03153,1,Male,74,Yes,No,Yes,0
CUST03154,1,female,51,No,Yes,Yes,0
CUST03155,1,FEMALE,58,No,Yes,No,0
CUST03156,1,female,30,No,Yes,No,0
CUST03157,1,MALE,23,No,Yes,Yes,1
CUST03158,1,female,69,Yes,No,Yes,3
CUST03159,1,MALE,20,No,No,Yes,1
CUST03160,1,FEMALE,80,Yes,Yes,Yes,3
CUST03161,1,female,66,Yes,Yes,Yes,0
CUST03162,1,Male,64,No,Yes,No,0
CUST03163,1,MALE,72,Yes,No,No,0
CUST03164,1,MALE,81,Yes,No,Yes,1
CUST03165,1,Male,82,Yes,No,No,0
CUST03166,1,female,84,Yes,No,No,0
CUST03167,1,FEMALE,32,No,Yes,No,0
CUST03168,1,Female,49,No,Yes,No,0
CUST03169,1,female,35,No,No,No,0
CUST03170,1,female,60,No,No,Yes,3
CUST03171,1,MALE,52,No,Yes,No,0
CUST03172,1,MALE,75,Yes,Yes,No,0
CUST03173,1,FEMALE,50,No,Yes,No,0
CUST03174,1,FEMALE,31,No,No,No,0
CUST03175,1,FEMALE,51,No,Yes,No,0
CUST03176,1,Male,78,Yes,No,No,0
CUST03177,1,Female,21,No,Yes,No,0
CUST03178,1,Female,76,Yes,No,No,0
CUST03179,1,FEMALE,46,No,Yes,No,0
CUST03180,1,MALE,23,No,Yes,Yes,1
CUST03181,1,Female,66,Yes,Yes,Yes,0
CUST03182,1,female,57,No,Yes,No,0
CUST03183,1,Male,82,Yes,Yes,No,0
CUST03184,1,MALE,44,No,Yes,Yes,3
CUST03185,1,Male,23,No,No,No,0
CUST03186,1,female,30,No,Yes,Yes,2
CUST03187,1,Female,81,Yes,No,Yes,3
CUST03188,1,Male,79,Yes,Yes,Yes,0
CUST03189,1,Male,36,No,Yes,Yes,3
CUST03190,1,Male,60,No,Yes,No,0
CUST03191,1,female,37,No,Yes,Yes,1
CUST03192,1,MALE,61,No,No,No,0
CUST03193,1,MALE,40,No,Yes,No,0
CUST03194,1,female,19,No,Yes,No,0
CUST03195,1,Male,39,No,Yes,Yes,0
CUST03196,1,Male,74,Yes,No,Yes,0
CUST03197,1,FEMALE,24,No,No,Yes,2
CUST03198,1,Female,73,Yes,Yes,No,0
CUST03199,1,Female,84,Yes,Yes,No,0
CUST03200,1,MALE,33,No,Yes,Yes,2
CUST03201,1,female,68,Yes,Yes,No,0
CUST03202,1,Male,29,No,No,Yes,1
CUST03203,1,Female,70,Yes,No,Yes,1
CUST03204,1,female,22,No,No,No,0
CUST03205,1,female,44,No,No,No,0
CUST03206,1,Male,29,No,No,Yes,3
CUST03207,1,female,34,No,No,Yes,1
CUST03208,1,Female,23,No,Yes,No,0
CUST03209,1,FEMALE,22,No,Yes,No,0
CUST03210,1,Female,74,Yes,Yes,No,0
CUST03211,1,FEMALE,45,No,No,No,0
CUST03212,1,female,76,Yes,Yes,Yes,1
CUST03213,1,Female,50,No,No,Yes,1
CUST03214,1,Male,79,Yes,Yes,Yes,3
CUST03215,1,female,67,Yes,No,Yes,0
CUST03216,1,Male,36,No,Yes,Yes,0
CUST03217,1,FEMALE,83,Yes,Yes,Yes,3
CUST03218,1,MALE,64,No,No,Yes,1
CUST03219,1,MALE,56,No,Yes,Yes,2
CUST03220,1,FEMALE,50,No,No,No,0
CUST03221,1,MALE,30,No,Yes,No,0
CUST03222,1,female,71,Yes,Yes,Yes,3
CUST03223,1,female,24,No,Yes,No,0
CUST03224,1,Female,31,No,Yes,Yes,2
CUST03225,1,female,36,No,Yes,Yes,1
CUST03226,1,MALE,71,Yes,No,No,0
CUST03227,1,Male,37,No,No,Yes,0
CUST03228,1,Female,46,No,No,No,0
CUST03229,1,Male,41,No,Yes,Yes,2
CUST03230,1,MALE,80,Yes,No,Yes,2
CUST03231,1,Male,74,Yes,No,No,0
CUST03232,1,MALE,25,No,Yes,No,0
CUST03233,1,female,79,Yes,Yes,Yes,2
CUST03234,1,Female,46,No,Yes,No,0
CUST03235,1,FEMALE,34,No,No,No,0
CUST03236,1,MALE,83,Yes,No,No,0
CUST03237,1,female,23,No,Yes,No,0
CUST03238,1,Male,75,Yes,No,No,0
CUST03239,1,female,45,No,No,Yes,2
CUST03240,1,Male,79,Yes,No,Yes,0
CUST03241,1,Male,58,No,No,No,0
CUST03242,1,Male,58,No,Yes,No,0
CUST03243,1,Male,66,Yes,Yes,Yes,0
CUST03244,1,Female,66,Yes,Yes,No,0
CUST03245,1,Male,20,No,No,No,0
CUST03246,1,Female,27,No,Yes,No,0
CUST03247,1,FEMALE,52,No,Yes,Yes,2
CUST03248,1,Female,19,No,No,Yes,3
CUST03249,1,Male,41,No,Yes,Yes,0
CUST03250,1,FEMALE,55,No,No,No,0
CUST03251,1,female,39,No,Yes,No,0
CUST03252,1,Female,43,No,No,Yes,0
CUST03253,1,female,60,No,Yes,No,0
CUST03254,1,FEMALE,72,Yes,Yes,No,0
CUST03255,1,Female,56,No,Yes,No,0
CUST03256,1,Male,46,No,No,Yes,1
CUST03257,1,Female,37,No,No,No,0
CUST03258,1,Male,58,No,Yes,Yes,1
CUST03259,1,MALE,71,Yes,No,No,0
CUST03260,1,Female,37,No,No,No,0
CUST03261,1,Female,36,No,No,No,0
CUST03262,1,female,83,Yes,Yes,Yes,3
CUST03263,1,female,47,No,Yes,No,0
CUST03264,1,FEMALE,70,Yes,Yes,No,0
CUST03265,1,Male,51,No,No,Yes,3
CUST03266,1,female,39,No,Yes,No,0
CUST03267,1,FEMALE,84,Yes,Yes,No,0
CUST03268,1,Male,23,No,Yes,No,0
CUST03269,1,Male,44,No,Yes,Yes,1
CUST03270,1,Male,27,No,Yes,Yes,1
CUST03271,1,MALE,65,Yes,Yes,Yes,2
CUST03272,1,Male,76,Yes,No,No,0
CUST03273,1,FEMALE,76,No,Yes,No,0
