ID,Zip Code,Population
2777,85836,25103
2778,32864,55160
2779,88328,61864
2780,61908,80644
2781,95915,97920
2782,58493,18735
2783,81896,52880
2784,78661,40404
2785,64978,28153
2786,59644,71200
2787,37755,99553
2788,40150,64674
2789,42087,94908
2790,13342,44600
2791,77772,50117
2792,75272,26322
2793,79046,76265
2794,66866,98793
2795,97349,9104
2796,25935,99463
2797,70838,29025
2798,74926,22719
2799,39874,18175
2800,37063,30298
2801,64615,66858
2802,87044,34940
2803,14880,28744
2804,72254,73553
2805,12057,27103
2806,73185,28932
2807,15633,58540
2808,76847,41323
2809,88190,52434
2810,31204,65393
2811,64906,37290
2812,39157,5672
2813,19211,76976
2814,67044,23908
2815,51477,9520
2816,81417,78697
2817,52379,94332
2818,94613,62521
2819,96903,80047
2820,96804,71496
2821,19141,22474
2822,72628,67245
2823,46489,40069
2824,22477,55664
2825,62227,90838
2826,53576,63936
2827,15940,51000
2828,86148,20100
2829,15621,68855
2830,21054,21641
2831,65866,32977
2832,77336,47804
2833,21653,33532
2834,47272,51599
2835,51115,16002
2836,77338,9670
2837,31845,59404
2838,49850,26835
2839,38300,48677
2840,70486,48461
2841,57477,78024
2842,39207,78599
2843,11755,25115
2844,57998,47377
2845,62329,94961
2846,39955,30120
2847,45155,30197
2848,42329,86117
2849,25002,7691
2850,57298,83479
2851,94669,46453
2852,14227,13155
2853,29733,51973
2854,49428,98164
2855,95151,10093
2856,93816,97820
2857,76491,14371
2858,77369,76188
2859,85274,90950
2860,76396,12942
2861,96803,31709
2862,39830,65114
2863,84234,20342
2864,32700,25630
2865,32830,40907
2866,44345,61202
2867,36672,68635
2868,91949,18366
2869,78305,50590
2870,95701,35956
2871,10393,87819
2872,70587,88597
2873,88076,6998
2874,79052,65946
2875,72555,58786
2876,20638,62232
2877,59519,15906
2878,95997,66993
2879,44286,72471
2880,85886,6623
2881,37599,81108
2882,42258,40041
2883,25367,86399
2884,57383,83213
2885,85558,59369
2886,76138,55044
2887,52723,7745
2888,84552,72236
2889,50856,55325
2890,41716,37149
2891,99493,54837
2892,57353,49985
2893,82808,40708
2894,38420,83139
2895,22166,56974
2896,59794,13414
2897,39840,10235
2898,53905,99943
2899,50235,51450
2900,99490,80154
2901,19972,80162
2902,13538,26667
2903,59706,66456
2904,90209,43540
2905,90409,88997
2906,52416,16593
2907,32421,78006
2908,38316,53038
2909,28162,52585
2910,83919,70084
2911,65715,68317
2912,52273,19109
2913,49525,14090
2914,50927,85249
2915,63677,82018
2916,59020,13109
2917,96199,33874
2918,12959,45549
2919,54092,46555
2920,53128,63075
2921,56973,22553
2922,97880,10342
2923,81773,40756
2924,61036,29845
2925,49690,66684
2926,50375,77391
2927,66790,39649
2928,35035,21252
2929,99071,96412
2930,21416,98974
2931,81370,5453
2932,74796,47194
2933,13492,17802
2934,75317,17353
2935,32799,43000
2936,43204,70036
2937,74467,30081
2938,96319,93186
2939,14833,39061
2940,76877,72676
2941,64981,23907
2942,55858,5020
2943,66370,13905
2944,90592,65486
2945,86781,12993
2946,44581,31507
2947,22630,54454
2948,13040,90714
2949,64846,28402
2950,17549,87138
2951,69709,14196
2952,62067,46488
2953,52821,81563
2954,89503,30655
2955,11597,18962
2956,56327,11647
2957,56753,77790
2958,98131,5102
2959,31007,46245
2960,59928,95460
2961,79175,90540
2962,24325,66824
2963,86780,98822
2964,17967,62106
2965,68985,68797
2966,39442,72608
2967,16680,31308
2968,13857,46369
2969,39131,5408
2970,60273,30575
2971,93378,35050
2972,74809,51086
2973,12969,40777
2974,88342,61245
2975,41213,85858
2976,18364,98839
2977,75021,92840
2978,90059,47030
2979,27161,71235
2980,56039,25990
2981,53329,84059
2982,31267,11840
2983,87171,41838
2984,43311,98178
2985,57089,95273
2986,51647,69196
2987,12700,25182
2988,84073,5759
2989,20320,78859
2990,40727,57715
2991,74571,68765
2992,48168,50262
2993,14366,14693
2994,25061,63907
2995,21485,65457
2996,77109,54623
2997,23400,58425
2998,61095,72307
2999,68483,38996
3000,63044,49043
3001,11100,97823
3002,43418,76646
3003,67392,83258
3004,84283,74367
3005,45824,46257
3006,22767,90913
3007,23230,34108
3008,45230,10076
3009,70956,74103
3010,33859,68670
3011,16688,29677
3012,52726,90283
3013,71323,80262
3014,44306,27193
3015,68864,93649
3016,11299,36551
3017,71675,37482
3018,54327,80344
3019,79086,22409
3020,16745,17249
3021,73228,31704
3022,36455,93823
3023,75511,98088
3024,36014,37047
3025,67983,92998
3026,64226,54001
3027,30544,11831
3028,44371,60169
3029,20690,32627
3030,82455,81778
3031,76892,52349
3032,21277,59427
3033,13482,54064
3034,27427,70359
3035,71047,37057
3036,52515,21722
3037,21612,45111
3038,23981,52007
3039,46302,19407
3040,89088,21570
3041,85314,55347
3042,29787,82106
3043,52878,71541
3044,66903,43498
3045,15893,31379
3046,33883,27777
3047,66779,94196
3048,26748,70119
3049,24668,20321
3050,44417,36397
3051,86153,53884
3052,67272,73236
3053,13732,47211
3054,59215,31054
3055,96771,37751
3056,15975,16042
3057,63333,87370
3058,91273,31084
3059,90467,67804
3060,56559,87909
3061,18799,13410
3062,15894,72738
3063,31575,5778
3064,96772,40537
3065,94806,90121
3066,54985,5199
3067,47553,91871
3068,30569,47936
3069,64920,9608
3070,27705,85435
3071,55688,26103
3072,37795,70966
3073,92277,55402
3074,45813,41305
3075,13216,73897
3076,33509,5228
3077,41192,57590
3078,71678,74398
3079,68957,54591
3080,33777,6605
3081,11690,62534
3082,34232,34385
3083,30925,13874
3084,34799,23092
3085,30873,18211
3086,21632,66790
3087,72345,42731
3088,76417,82749
3089,66919,7720
3090,41996,92999
3091,67348,63015
3092,99950,78930
3093,98906,85515
3094,16431,35021
3095,43395,35367
3096,17927,65703
3097,61776,36910
3098,91831,31089
3099,63520,26736
3100,92453,33153
3101,63429,22943
3102,44656,7041
3103,75375,89384
3104,98396,99177
3105,78851,86905
3106,83062,48416
3107,51822,64253
3108,17232,21840
3109,30743,43935
3110,60531,14797
3111,40439,34749
3112,60577,63148
3113,81931,6724
3114,94741,30456
3115,54013,9208
3116,88071,93103
3117,33079,74286
3118,64938,95717
3119,15732,48782
3120,58183,25694
3121,37403,71611
3122,24582,92103
3123,65201,75376
3124,77325,9116
3125,43587,25417
3126,76834,25762
3127,59006,96071
3128,24858,84133
3129,56769,91693
3130,51390,62686
3131,75970,17898
3132,80320,62125
3133,72393,72550
3134,62931,33529
3135,95539,30160
3136,83106,18011
3137,28851,91432
3138,11272,10303
3139,74361,10356
3140,23560,95959
3141,14595,90599
3142,90329,46042
3143,57846,70105
3144,95947,69762
3145,21948,94046
3146,64049,10561
3147,80966,53736
3148,64327,70841
3149,94510,79707
3150,67469,37275
3151,23332,21847
3152,70238,41860
3153,80795,16343
3154,28288,39378
3155,31104,16041
3156,29540,70805
3157,69193,44699
3158,93324,51118
3159,27066,47252
3160,72228,58444
3161,28929,48628
3162,98609,39491
3163,75554,8625
3164,18646,6021
3165,35196,99917
3166,41727,67874
3167,64359,74242
3168,68689,27460
3169,47689,16726
3170,82731,72414
3171,47705,46390
3172,96018,70210
3173,22281,70044
3174,10085,65799
3175,92197,46085
3176,23049,81393
3177,15377,60048
3178,87525,16690
3179,66781,23197
3180,45042,96943
3181,71737,73400
3182,10150,32374
3183,98955,96039
3184,92821,59754
3185,76346,45039
3186,19862,70355
3187,87761,55746
3188,16377,31122
3189,64775,63173
3190,64905,87199
3191,38262,41413
3192,52995,50362
3193,89299,60115
3194,69586,56978
3195,51292,53249
3196,15290,69133
3197,99305,55089
3198,38937,97773
3199,24290,97787
3200,90476,72853
3201,67567,44853
3202,56476,20993
3203,42066,6681
3204,82196,85097
3205,15676,99717
3206,53186,90190
3207,59894,77258
3208,80575,81329
3209,15584,34954
3210,29631,82434
3211,42279,50066
3212,78007,78301
3213,62835,74002
3214,98419,25411
3215,86992,68820
3216,41856,16021
3217,29436,71867
3218,31479,57018
3219,28416,71373
3220,41257,93400
3221,36158,77874
3222,86134,29781
3223,72998,22984
3224,96175,40575
3225,93795,82199
3226,13811,47183
3227,57742,32410
3228,10352,68044
3229,74861,15981
3230,86573,5722
3231,56136,73589
3232,54797,30191
3233,91887,29686
3234,35404,57466
3235,95569,34256
3236,73957,77500
3237,42562,24500
3238,46404,40561
3239,88380,60590
3240,50399,77170
3241,56700,20242
3242,60402,96530
3243,77393,73459
3244,78268,67902
3245,35230,8716
3246,64848,18150
3247,42720,35014
3248,24761,11496
3249,93776,52349
3250,15102,53730
3251,67324,34250
3252,66019,82642
3253,25672,72745
3254,34737,33733
3255,21008,42043
3256,13783,34832
3257,93409,37335
3258,74801,89810
3259,62466,73080
3260,15608,69384
3261,36834,18385
3262,74246,87222
3263,38023,95454
3264,10738,64591
3265,84326,59994
3266,85273,40568
3267,84016,21576
3268,69596,53662
3269,52252,35072
3270,46271,87212
3271,46803,91592
3272,75047,42515
3273,48188,52329
3274,77187,30731
3275,24119,31988
3276,43623,84752
3277,75945,91493
3278,72789,6544
3279,64689,39222
3280,54703,21238
3281,84342,94377
3282,24959,74573
3283,68313,86191
3284,20233,26159
3285,76591,90816
3286,15497,59958
3287,66169,39197
3288,69604,38310
3289,59242,90741
3290,40638,43436
3291,54573,39415
3292,58616,51903
3293,38884,20513
3294,85033,89568
3295,22416,96995
3296,79793,77463
3297,87928,43602
3298,85113,54015
3299,14391,32017
3300,45809,48246
3301,35415,25654
3302,45530,7520
3303,62951,57541
3304,98492,14548
3305,72820,6226
3306,63413,23063
3307,46186,68291
3308,95135,70361
3309,52351,25446
3310,24717,97670
3311,63154,95099
3312,95267,39441
3313,42249,57383
3314,39150,58530
3315,59532,82010
3316,25255,10781
3317,83551,99728
3318,50384,94366
3319,96318,29156
3320,89538,64978
3321,92298,84844
3322,39263,77618
3323,34229,97465
3324,62093,73465
3325,56406,70636
3326,26354,18301
3327,89235,25668
3328,68977,32192
3329,84849,41839
3330,90026,86798
3331,85722,63318
3332,96499,41414
3333,73898,86238
3334,24662,49531
3335,13928,41129
3336,27004,21063
3337,46877,57019
3338,46169,82465
3339,88718,23250
3340,58639,13942
3341,53487,78585
3342,61502,63572
3343,93240,96762
3344,33194,7926
3345,94975,5991
3346,49733,25492
3347,11408,71990
3348,13032,90574
3349,83432,35204
3350,72988,62461
3351,84113,89310
3352,99814,42083
3353,14531,18815
3354,32041,62027
3355,82926,86347
3356,50329,31583
3357,68790,35460
3358,64082,43456
3359,19891,84423
3360,48833,95709
3361,92563,42306
3362,79470,85491
3363,79420,97537
3364,69445,49471
3365,39094,14448
3366,41753,88783
3367,29743,75396
3368,27464,25188
3369,67482,35164
3370,27745,63704
3371,46135,8542
3372,49791,6421
3373,64566,79766
3374,54250,35448
3375,40496,46858
3376,64191,22300
3377,88074,93635
3378,30707,29492
3379,91152,92288
3380,45520,24448
3381,73944,5758
3382,56166,97918
3383,95424,21841
3384,15840,87370
3385,68847,23063
3386,28921,5982
3387,89393,60834
3388,48026,87704
3389,15755,37480
3390,16791,94288
3391,38895,91277
3392,96556,96987
3393,62307,53839
3394,85448,62409
3395,96258,55804
3396,14815,31228
3397,24501,60555
3398,53558,41654
3399,58618,85401
3400,87048,88921
3401,37375,9177
3402,66232,36034
3403,82624,17067
3404,14695,66757
3405,65409,64830
3406,39311,29914
3407,56437,49782
3408,23803,47436
3409,92178,54055
3410,69420,67009
3411,26424,31919
3412,89186,13244
3413,44469,8076
3414,76889,72946
3415,46229,10349
3416,14839,28980
3417,76112,85622
3418,39875,88919
3419,82810,32320
3420,86937,57939
3421,89964,17481
3422,52295,10724
3423,13264,99728
3424,82032,65303
3425,82805,98028
3426,62328,6553
3427,63804,8908
3428,98501,14931
3429,11124,50835
3430,96179,76208
3431,15586,15317
3432,16542,47815
3433,18071,40789
3434,64628,80123
3435,75319,27342
3436,46985,77314
3437,54430,50501
3438,60840,78537
3439,46654,68915
3440,55516,81640
3441,10810,61228
3442,40033,14365
3443,43509,74163
3444,92716,44578
3445,22065,87331
3446,55936,80054
3447,88400,16715
3448,65748,91484
3449,41695,93978
3450,59848,86702
3451,69244,96000
3452,49596,26150
3453,76656,79707
3454,23058,82623
3455,83922,53553
3456,42637,14118
3457,34062,92623
3458,73655,38971
3459,60907,41553
3460,41262,94994
3461,58334,60951
3462,22574,68529
3463,62044,63417
3464,74318,63591
3465,45311,38106
3466,88430,10179
3467,17831,56773
3468,60423,32698
3469,58318,48292
3470,79225,52627
3471,80562,95385
3472,79802,64487
3473,57306,19038
3474,31993,25726
3475,39335,19421
3476,90177,84492
3477,29032,10111
3478,55585,42063
3479,55575,95674
3480,31327,52312
3481,63216,6222
3482,15313,62771
3483,44793,46195
3484,20655,80293
3485,20809,35958
3486,86350,67108
3487,70366,55946
3488,29829,86954
3489,44055,45417
3490,88799,44258
3491,59030,81750
3492,97911,67967
3493,12185,88015
3494,66440,5159
3495,91826,29910
3496,15287,32067
3497,86246,12371
3498,28208,94282
3499,96611,38755
3500,67264,87901
3501,29889,85534
3502,63638,17790
3503,63944,24851
3504,94261,72777
3505,90800,75671
3506,64927,11340
3507,29343,98659
3508,21478,17579
3509,54239,44371
3510,89949,94482
3511,89819,18055
3512,88007,30436
3513,38784,33556
3514,75206,61222
3515,82763,37406
3516,58421,89289
3517,48432,40029
3518,97057,28058
3519,51839,30192
3520,73260,27748
3521,54803,29743
3522,96235,52279
3523,43627,26764
3524,61982,15949
3525,68416,42306
3526,44646,23326
3527,87626,80502
3528,77805,89420
3529,59162,52213
3530,20601,51635
3531,75715,58190
3532,13298,37794
3533,80872,18454
3534,16814,52521
3535,23036,18876
3536,20549,34530
3537,88629,70050
3538,36109,25883
3539,74540,72569
3540,59814,49021
3541,22912,74270
3542,44216,48650
3543,73200,60240
3544,51752,81532
3545,67595,56705
3546,66115,82769
3547,10916,54700
3548,91083,6048
3549,47664,41995
3550,68333,19388
3551,31426,91958
3552,99280,70862
3553,52689,31417
3554,25861,21129
3555,38861,55898
3556,87476,81340
3557,65476,27652
3558,46029,89879
3559,23389,11249
3560,96402,20266
3561,97154,52894
3562,58507,26591
3563,98281,23895
3564,11909,48328
3565,89727,37981
3566,68664,89496
3567,79177,29491
3568,48297,47194
3569,57257,22611
3570,75500,50842
3571,19941,11892
3572,22279,74531
3573,97556,10110
3574,17670,9929
3575,96359,59873
3576,32559,95669
3577,22398,23665
3578,76753,68923
3579,49665,94500
3580,20588,64252
3581,32283,69833
3582,71929,35848
3583,29234,52692
3584,87564,63007
3585,60083,22619
3586,85535,76357
3587,63598,92221
3588,74111,24874
3589,17761,41899
3590,85912,59490
3591,53725,41908
3592,54408,64606
3593,10783,86134
3594,74321,77112
3595,13542,60154
3596,73087,92694
3597,21845,99792
3598,18904,84692
3599,63156,56006
3600,70103,89288
3601,63618,8082
3602,46030,75614
3603,43595,94981
3604,36997,55424
3605,75208,33893
3606,85176,39798
3607,80780,81163
3608,57888,80511
3609,97898,81602
3610,40566,78550
3611,37305,21675
3612,58610,76847
3613,96995,52377
3614,12474,66123
3615,51688,49299
3616,27407,23392
3617,59224,23682
3618,42768,38509
3619,54767,13203
3620,46580,73784
3621,37215,95355
3622,63971,60966
3623,37779,62124
3624,67419,98371
3625,17499,66583
3626,29866,17618
3627,50434,56810
3628,56084,88859
3629,18460,72411
3630,94811,63522
3631,97276,38167
3632,30390,85846
3633,24127,72938
3634,52051,73327
3635,25561,52846
3636,24548,75203
3637,65952,74774
3638,32678,10733
3639,20051,34557
3640,41645,27550
3641,64934,8873
3642,63133,31666
3643,47878,56465
3644,11007,24836
3645,84307,55410
3646,27347,34826
3647,32411,94615
3648,10983,36567
3649,97656,43119
3650,76202,62966
3651,98146,92922
3652,58560,17610
3653,29797,40236
3654,28485,93908
3655,99823,22207
3656,99030,58448
3657,60404,22053
3658,30223,47399
3659,41819,20300
3660,84398,87873
3661,69922,12626
3662,78056,87450
3663,82321,63625
3664,37260,76233
3665,42596,37389
3666,11409,80856
3667,31707,73365
3668,32104,30068
3669,52946,43622
3670,59294,59719
3671,66178,35220
3672,95269,87737
3673,83617,13969
3674,77087,79334
3675,35068,81709
3676,73920,67630
3677,59253,29006
3678,98675,36262
3679,25910,83962
3680,34451,97647
3681,93329,50766
3682,10281,17914
3683,14092,35747
3684,26469,46862
3685,97275,70241
3686,33633,43540
3687,32750,38048
3688,32159,53832
3689,84617,83721
3690,36665,20064
3691,53504,53961
3692,26087,69283
3693,16999,85520
3694,81666,70191
3695,71454,39460
3696,50204,88259
3697,37948,82055
3698,55806,6690
3699,39418,5804
3700,94081,58263
3701,80115,96703
3702,29033,17383
3703,19850,31674
3704,30222,94696
3705,82313,36364
3706,53367,5623
3707,74435,21114
3708,51308,78888
3709,13684,9854
3710,92055,48899
3711,92778,8260
3712,23789,88715
3713,49856,55751
3714,59463,37667
3715,42880,43507
3716,39942,81058
3717,10627,13309
3718,81670,62727
3719,89166,15772
3720,86098,78934
3721,44564,26011
3722,82499,39635
3723,40003,77150
3724,43895,96534
3725,17481,85485
3726,12503,26864
3727,80229,80686
3728,60682,28519
3729,61427,82665
3730,15084,22378
3731,45929,5327
3732,49188,35396
3733,77150,64128
3734,56688,87982
3735,78747,92109
3736,46483,50302
3737,68519,60194
3738,47432,18139
3739,66170,96399
3740,10507,50059
3741,25732,93619
3742,21254,24974
3743,80258,46088
3744,93737,54854
3745,65696,13060
3746,13812,77724
3747,29363,60601
3748,27217,92094
3749,83583,7338
3750,53485,14980
3751,98042,66328
3752,77602,8722
3753,77891,37506
3754,73479,26475
3755,73330,92168
3756,54227,48241
3757,71134,93662
3758,67761,43519
3759,39452,9910
3760,55254,87761
3761,67679,53632
3762,40702,94671
3763,85980,44073
3764,93177,74091
3765,80464,49587
3766,18920,28876
3767,91036,10385
3768,49197,30001
3769,20781,82298
3770,12632,60875
3771,10956,70573
3772,39374,20030
3773,77996,44443
3774,15612,48322
3775,16984,21135
3776,90410,46740
3777,20266,68926
3778,32438,21954
3779,19248,34682
3780,15167,84133
3781,41909,61763
3782,90285,80120
3783,24840,23074
3784,82913,50544
3785,21261,29182
3786,44512,15728
3787,63090,58880
3788,34404,71906
3789,23799,71243
3790,54860,35458
3791,62321,12526
3792,52959,56630
3793,62066,13880
3794,69425,44011
3795,85174,94461
3796,71400,83275
3797,21716,42885
3798,26065,13725
3799,61948,56464
3800,30869,10138
3801,60087,41354
3802,72596,86206
3803,86637,66450
3804,91484,52083
3805,91955,94426
3806,76126,14986
3807,84397,91797
3808,26753,34921
3809,56454,18021
3810,55043,49361
3811,34115,27452
3812,18112,16141
3813,24810,72201
3814,96909,48677
3815,16721,45117
3816,85328,86603
3817,32077,89675
3818,56911,85004
3819,20404,29079
3820,77759,71215
3821,78871,14983
3822,95261,83219
3823,26936,29815
3824,44501,49476
3825,53341,28811
3826,33483,62468
3827,34168,83940
3828,19722,59684
3829,25856,42340
3830,10368,44333
3831,45623,75472
3832,52839,21588
3833,58863,53511
3834,43538,20994
3835,12273,86344
3836,30348,91661
3837,85952,12306
3838,96708,57229
3839,26868,46299
3840,20018,73580
3841,15194,50613
3842,96141,80194
3843,70878,14791
3844,20038,73332
3845,21972,95991
3846,26164,82613
3847,50037,21769
3848,58785,60623
3849,62243,25424
3850,19806,21781
3851,92016,24626
3852,64970,24171
3853,27020,49291
3854,43893,41883
3855,47905,32961
3856,34726,79778
3857,14999,72850
3858,34769,63414
3859,30567,91657
3860,16612,93105
3861,69079,23331
3862,89278,60342
3863,39008,70945
3864,14458,82911
3865,91105,76567
3866,40188,83237
3867,54429,60965
3868,68936,83000
3869,42346,8604
3870,64289,54758
3871,63371,65136
3872,51435,44410
3873,43695,76907
3874,42846,60444
3875,21810,25136
3876,54699,23941
3877,37171,61499
3878,85777,44147
3879,63496,89589
3880,65456,69038
3881,49862,83020
3882,58264,42761
3883,64460,8177
3884,79483,68657
3885,44279,64285
3886,83343,72051
3887,60676,61027
3888,43037,94151
3889,72353,70350
3890,28999,59418
3891,63264,34863
3892,50400,65224
3893,60147,16637
3894,89640,19470
3895,96244,44286
3896,68122,47890
3897,23801,67248
3898,71216,68797
3899,34064,11437
3900,88438,44591
3901,72370,76970
3902,84764,90426
3903,85640,64223
3904,88512,13375
3905,48707,21037
3906,11657,37294
3907,50504,81444
3908,14424,64126
3909,42242,14698
3910,86629,52449
3911,22811,88350
3912,50594,42889
3913,83773,50637
3914,73089,75201
3915,34815,95976
3916,46943,46329
3917,54444,7849
3918,17866,27471
3919,87579,94362
3920,13079,92362
3921,28434,39908
3922,43257,17714
3923,88298,82619
3924,32600,10370
3925,47540,49662
3926,83743,32905
3927,60439,62431
3928,50751,67034
3929,70707,80408
3930,70930,52480
3931,84848,38882
3932,56206,67031
3933,36634,30873
3934,97745,89660
3935,32911,41946
3936,44807,54704
3937,66733,99959
3938,34671,64391
3939,30273,83049
3940,28393,89788
3941,55845,71596
3942,11552,29606
3943,46198,74267
3944,77065,24379
3945,69367,15153
3946,17943,87539
3947,46607,89005
3948,50307,85714
3949,77840,73657
3950,17015,59106
3951,21438,10068
3952,69497,90639
3953,45675,65725
3954,30936,81291
3955,47566,16983
3956,80765,73025
3957,85945,17613
3958,11551,71159
3959,31745,64463
3960,83068,90938
3961,76514,74148
3962,64396,34374
3963,44473,65485
3964,96385,97764
3965,25323,23468
3966,61519,43133
3967,61693,91670
3968,30533,79882
3969,57628,65330
3970,62348,34770
3971,11636,81348
3972,39185,68415
3973,33923,49685
3974,28592,42109
3975,72717,25499
3976,99987,6329
3977,69854,73880
3978,18595,72970
3979,97481,12776
3980,55690,10814
3981,85766,6186
3982,40676,44837
3983,38393,52755
3984,85786,55849
3985,88992,78094
3986,89152,82232
3987,84434,35579
3988,38263,83057
3989,81933,36530
3990,69311,34214
3991,68598,38970
3992,71348,24265
3993,37620,91647
3994,33076,69906
3995,41220,66106
3996,68866,18063
3997,45635,5638
3998,73478,17292
3999,42914,35058
4000,54553,70581
4001,78755,51510
4002,29227,46864
4003,24138,53454
4004,33924,49198
4005,59570,10161
4006,55766,72668
4007,48789,86683
4008,14455,78405
4009,54832,96555
4010,26330,69015
4011,45249,56746
4012,92435,50357
4013,51646,19400
4014,97521,96288
4015,93220,92654
4016,86215,87419
4017,34531,53051
4018,29642,35164
4019,16615,51980
4020,79967,34201
4021,95046,67117
4022,28923,54811
4023,76069,16983
4024,81726,91540
4025,48778,25041
4026,19819,69413
4027,17903,92779
4028,22034,36714
4029,44233,55282
4030,79366,68172
4031,91290,94612
4032,20174,38814
4033,20135,70586
4034,48433,10290
4035,46836,80378
4036,71281,66066
4037,48296,39421
4038,73718,27430
4039,85596,95975
4040,33755,17235
4041,48617,12369
4042,25590,34204
4043,62303,5801
4044,84663,96636
4045,60482,61400
4046,18348,62692
4047,32517,91529
4048,74325,42372
4049,11894,66771
4050,36534,23270
4051,39464,75581
4052,91433,82215
4053,99387,8558
4054,66612,37995
4055,36904,98036
4056,75225,17276
4057,23322,19306
4058,72707,36333
4059,68878,89884
4060,41560,47876
4061,74355,22647
4062,65784,50433
4063,33794,61626
4064,74018,96324
4065,27773,81673
4066,32464,16494
4067,48298,45813
4068,28303,19499
4069,85670,23371
4070,32857,31631
4071,27370,98772
4072,13224,29153
4073,59968,94997
4074,22241,45526
4075,82147,68143
4076,78671,92556
4077,87237,20195
4078,38860,18133
4079,87783,12948
4080,14342,33409
4081,95684,72567
4082,39025,58237
4083,89379,19139
4084,88211,83615
4085,30296,41349
4086,72183,17135
4087,53789,74018
4088,99700,54263
4089,82786,7790
4090,82705,15454
4091,19952,52384
4092,97374,80081
4093,34670,6293
4094,28252,53872
4095,11288,44679
4096,51424,6345
4097,55604,65541
4098,84624,39978
4099,25578,20016
4100,25015,85841
4101,41011,33830
4102,49059,63026
4103,43498,11164
4104,38081,48674
4105,57281,19315
4106,44312,63925
4107,90052,53925
4108,45939,10674
4109,19257,58436
4110,24396,66964
4111,93076,22151
4112,51632,61758
4113,12951,52648
4114,35420,9740
4115,24167,46016
4116,63135,75494
4117,56702,27447
4118,69111,92125
4119,55039,67951
4120,96720,5740
4121,74237,90800
4122,79484,18471
4123,24088,57111
4124,50528,23435
4125,71951,12340
4126,71617,55440
4127,86706,45284
4128,86526,40298
4129,67011,35642
4130,18900,83234
4131,35507,23091
4132,39096,32758
4133,39349,13431
4134,46811,22343
4135,46337,60825
4136,27260,65234
4137,40087,8802
4138,62195,41828
4139,62819,67538
4140,62313,77513
4141,14754,31290
4142,75982,17130
4143,89040,88329
4144,53140,85629
4145,44341,7702
4146,70182,86769
4147,45044,41189
4148,14187,75089
4149,63029,58850
4150,47179,10125
4151,83097,47926
4152,58925,99484
4153,89367,32651
4154,48661,11346
4155,55085,23708
4156,62747,99084
4157,44176,59358
4158,75019,75880
4159,47877,60628
4160,66825,52493
4161,24528,45837
4162,43761,61426
4163,27358,45128
4164,32710,63911
4165,75017,18985
4166,23323,19563
4167,70664,41066
4168,43012,62303
4169,16762,94444
4170,21913,56781
4171,59132,95981
4172,56366,81810
4173,16726,42818
4174,38005,67963
4175,69600,74436
4176,83622,19281
4177,70068,70242
4178,19822,54006
4179,41664,40641
4180,61060,89995
4181,48156,85517
4182,35302,76583
4183,77467,19523
4184,71111,83502
4185,19331,28907
4186,14371,47039
4187,16159,93475
4188,74687,56872
4189,96782,26912
4190,41870,27166
4191,45579,6176
4192,81553,44895
4193,68813,49833
4194,78911,25123
4195,73199,68845
4196,61106,97585
4197,54347,30974
4198,78421,81714
4199,23588,65816
4200,27852,15910
4201,13375,7832
4202,76295,44185
4203,23568,30309
4204,73699,36539
4205,95683,39760
4206,26401,49758
4207,76442,66111
4208,66216,32634
4209,71600,69557
4210,89914,90414
4211,51598,89055
4212,30616,97131
4213,31935,75561
4214,33942,90128
4215,43758,67339
4216,20156,7311
4217,44898,28243
4218,82870,92547
4219,22150,34961
4220,90239,34585
4221,51871,85196
4222,51694,63295
4223,19721,50397
4224,17678,59174
4225,47721,93341
4226,20479,85675
4227,55137,18177
4228,45258,49994
4229,80371,77270
4230,66573,81637
4231,30877,40050
4232,85620,52565
4233,45869,55877
4234,15654,40152
4235,59336,27595
4236,36110,14578
4237,75964,70796
4238,55467,38464
4239,77524,14244
4240,23531,93238
4241,54561,64124
4242,43640,26222
4243,81171,76932
4244,26603,52036
4245,23510,32360
4246,61195,51624
4247,90900,30296
4248,50397,48063
4249,58024,43654
4250,88995,79237
4251,97548,45239
4252,83026,59691
4253,37493,84498
4254,53181,21570
4255,62992,83724
4256,49886,53100
4257,92739,19977
4258,95050,68694
4259,46804,85588
4260,24465,55465
4261,81638,61746
4262,45655,79818
4263,34296,57387
4264,10410,10157
4265,77760,53630
4266,30240,29715
4267,86023,27418
4268,76492,16666
4269,25201,12114
4270,72456,69208
4271,23085,15112
4272,28955,85051
4273,58430,36920
4274,51774,36930
4275,67026,99175
4276,90000,53781
4277,35863,98093
4278,71222,15255
4279,29695,46477
4280,12470,46951
4281,87656,43040
4282,67513,67319
4283,10613,58170
4284,12472,32594
4285,21007,78138
4286,47166,68534
4287,26123,56558
4288,26573,69690
4289,48951,91341
4290,69253,74060
4291,76529,36336
4292,90916,61372
4293,98667,60664
4294,86014,42883
4295,27714,51990
4296,92409,7137
4297,17914,46642
4298,29722,81223
4299,11734,70860
4300,25855,81382
4301,45278,42101
4302,46564,51512
4303,70680,77045
4304,40338,92304
4305,44424,71426
4306,95667,74850
4307,21247,43398
4308,39804,70629
4309,78774,92006
4310,19855,39354
4311,98773,16319
4312,22627,23070
4313,76556,27350
4314,48557,58836
4315,61543,5583
4316,25908,70514
4317,45590,47684
4318,52041,33185
4319,81733,52064
4320,22760,84156
4321,51810,77221
4322,16371,76889
4323,93663,44718
4324,26989,78260
4325,55051,69499
4326,92611,23469
4327,95793,15019
4328,33846,91234
4329,65602,96397
4330,31881,17274
